2019-11-21 18:25:44.377879
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,76109,35939,3831,3824,8274,4731,1526,748
3,0,0,0,488076,333247,11369,14174,20728,24686,12754,7330
4,0,0,0,1950730,92114,21729,3872,23511,23898,13819,3041
5,0,53,34,111236,47121,20478,19469,1711,6695,5975,1632
6,0,56,56,254818,39150,6694,14584,7030,28958,48534,4893
7,0,61,66,1179721,57604,13077,15313,22689,18798,6234,1764
8,0,56,80,171675,74295,8101,2597,14859,23245,15548,5850
9,0,47,100,383922,36214,4340,14409,32797,28534,8509,5413
10,0,47,88,62464,20496,509,6192,2105,3937,4152,1321
