2019-11-14 14:12:59.024839
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,84447,46144,9475,3565,10094,5225,2945,698
3,0,0,0,2069123,156957,23160,35467,13910,7304,12163,2299
4,26,0,0,389792,139728,57722,19347,14748,6406,9260,3686
5,0,0,0,133193,37521,4404,13000,7550,7929,1403,773
6,0,0,0,1090049,292878,11787,11186,13898,9004,6160,1864
7,51,0,0,741674,213879,66676,14722,54823,30722,2659,2453
8,25,0,0,728777,87331,13463,6789,8457,3755,3758,992
9,25,48,47,656358,162562,14416,59492,21879,21161,16372,11186
10,0,48,37,1250533,379761,37103,73402,14432,12303,8881,3503
11,0,70,37,1048092,122593,37437,88442,25356,12748,12121,7797
12,0,75,54,136887,31076,4878,8700,2082,8786,3625,961
13,0,54,47,864456,51525,6000,4527,6371,3460,2591,886
14,0,41,40,396153,696310,67645,53076,42865,12309,19091,6826
15,0,1,48,486461,199008,16666,16617,29895,22054,4869,3859
16,0,1,34,716807,283981,37921,25241,24793,22030,9147,4734
17,0,23,29,383984,14440,6277,11164,3873,1451,952,1197
18,0,37,54,868593,104056,19084,24983,20484,15012,20040,2402
19,0,60,54,1466559,148007,29257,32292,11797,17032,10629,4884
20,0,63,51,838343,53633,4623,10073,6738,3757,4790,826
21,0,34,54,486854,342628,52312,25754,10871,20958,4974,3179
22,0,48,61,932338,13971,7173,5504,2209,4358,2444,874
23,0,37,57,878204,101123,2805,23774,4178,8621,2681,2352
24,0,24,67,1019296,47037,6200,1826,5276,6548,1786,853
25,0,17,84,278069,21825,803,3438,3754,4680,474,674
26,0,3,61,2010707,166609,36852,17038,23174,6084,3943,750
27,0,3,61,973743,63105,13317,20885,19112,12379,5277,1912
28,26,29,74,1619800,24575,18760,35196,29485,12746,4934,1728
29,0,43,69,864481,52496,10817,9562,21437,6575,758,471
30,0,54,66,106551,22418,4747,3038,4682,4364,509,145
31,0,56,75,656280,274909,5189,103364,35716,18963,8510,2540
32,0,57,63,571079,26023,37066,38538,19126,6363,1822,606
33,0,57,51,763819,581216,145388,44816,21531,28609,2921,4721
34,0,43,38,2426963,155340,11193,2369,6175,9351,3209,1962
35,0,40,34,1176425,285066,50138,38509,10052,13335,8499,2597
36,0,20,24,966895,757024,348171,33482,96154,37387,12530,10294
37,0,14,27,234084,295786,28991,25316,33338,14908,4030,1817
38,0,37,29,384877,191487,45091,36365,13766,18974,3184,953
39,0,51,41,2353015,85298,20656,80290,24174,17427,10717,4042
40,0,51,53,368234,149727,78775,27270,43022,22355,10792,2115
41,0,66,66,365508,66640,12995,31317,12409,12784,8653,3135
42,0,66,61,542470,89240,28431,16065,20078,6628,6955,1041
43,0,56,35,1188501,160506,42005,27421,27540,2613,2247,750
44,0,51,30,674667,238368,44333,58859,39250,19498,9167,2427
45,0,51,26,1103663,73723,22821,19518,16939,8450,1134,943
46,0,51,35,2223735,184440,38609,54002,41529,24115,12807,10166
47,0,48,63,287803,85293,8782,25349,10043,11829,7614,13496
48,0,54,74,451521,17657,7514,3877,2435,3954,1233,668
49,0,54,74,960126,57132,26164,8133,11433,5300,1344,904
50,26,38,63,1824554,459460,36701,35543,19288,18574,11051,6591
51,0,38,63,1197109,4274,7273,4951,2383,1362,241,147
52,26,34,51,1335494,74135,7162,11984,5352,3045,1122,316
