2019-11-14 14:15:39.448886
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,0,0,0,1702363,33332,3612,32125,6368,9541,4550,1158
3,0,0,0,1028081,116768,79521,11876,13428,11130,5726,1849
4,0,30,34,577347,75602,8602,11052,29731,2649,1973,1190
5,0,50,17,329075,88097,86909,17975,15571,2441,2422,905
6,0,48,20,734633,49390,8736,6698,6914,3744,4134,947
7,0,53,20,113955,29667,7399,6244,1042,1819,279,371
8,0,75,37,1479520,40211,1925,51400,19569,10860,8528,3095
9,0,53,34,542348,103970,12259,14285,5871,1302,1817,508
10,0,37,24,620874,159576,4974,3720,3382,4701,1747,550
11,0,34,21,872213,118291,12963,23697,5163,4800,2597,1406
12,0,10,1,137016,178654,12818,8331,3053,3521,1735,940
13,0,30,38,19798,10706,13631,7419,4536,8394,6981,2049
14,0,61,48,947066,110236,65504,11865,18152,13214,6340,2625
15,0,74,63,580877,3320,2674,3785,4084,991,366,362
16,0,69,56,295943,820260,18831,49847,15287,7776,6244,2381
17,0,48,27,412272,111273,16016,4338,3948,3413,2908,887
18,0,60,26,664784,31435,54314,7659,2938,5252,3133,716
19,0,51,17,750119,86622,16782,16026,8312,5458,1133,1801
20,0,78,38,137530,4613,3784,2270,1084,542,1508,308
21,0,90,47,942331,174512,61431,26407,7359,13845,5664,3737
22,0,69,38,322865,163579,26139,23900,7270,5795,4192,2118
23,0,67,40,682397,138033,27966,24047,2541,9873,1862,1125
24,0,35,17,199190,455974,12270,8834,4179,3364,2188,786
25,0,24,21,434145,159529,18600,15101,13023,11052,4132,1915
26,0,10,34,308242,265897,6494,16725,41419,17503,6755,3271
27,0,16,26,314711,26424,11906,3782,2184,1059,657,1031
28,0,37,38,825925,174661,6832,38893,20391,4792,4540,2764
29,0,30,29,425139,231474,9163,26718,10825,7173,1346,874
30,0,44,21,467280,156982,18769,22357,10779,5637,5398,2040
31,0,44,21,2050921,137247,10177,18727,14103,16037,6608,1343
32,26,37,26,1676847,217884,42192,19088,6749,13272,2967,3906
33,0,37,26,1631554,96183,25000,42197,26846,19745,7404,10093
34,26,47,26,1324536,460480,291046,35045,30795,15536,8440,2630
35,0,56,29,2009438,102057,7532,26568,11210,6039,3525,1381
36,0,64,37,1240306,236071,34037,126932,29400,21637,13626,5121
37,0,54,30,394188,178048,8885,9540,1970,5012,4554,914
