2019-11-17 06:16:12.763010
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,35,4,0,3,1,0,0,0
3,25,0,0,980904,113611,47325,42210,15869,17273,3594,19708
4,25,0,0,466178,57834,7680,1824,4393,1822,1807,983
5,0,0,0,110856,56962,10643,5741,10871,1801,3246,508
6,0,0,0,330810,107131,2966,8104,4414,4534,1059,667
7,0,53,51,536944,18740,1211,15751,3719,1570,1641,989
8,0,57,34,397235,28601,10395,1987,6273,604,1386,698
9,0,51,14,1000949,440753,35005,8749,9338,4087,3922,5522
10,0,63,38,1152418,61212,13393,42042,16252,10903,14340,2202
11,0,48,24,987123,39089,3094,4416,7147,973,1575,678
12,0,50,66,1344799,81354,32451,19350,20796,15405,7774,1282
13,0,56,93,47592,81043,6310,11279,9601,4303,1157,369
14,0,61,78,176850,11681,10623,6373,2412,1412,575,174
15,0,63,96,59675,7860,1012,1517,2636,774,215,166
16,0,66,94,1250798,136108,73614,26777,12247,24803,5414,1942
17,0,64,100,350561,44079,2886,7162,11122,4021,1970,440
18,0,60,100,1476284,240672,156164,65700,75276,26763,5679,1896
19,0,60,83,665991,409354,21681,74979,22365,9740,2269,2055
20,0,60,74,1187945,197448,106402,32573,20059,20055,5388,1746
21,0,63,57,1650106,329197,44449,31487,32268,11381,6157,2447
22,0,35,47,232563,153228,1003,5711,8407,4223,1019,689
23,0,40,64,1220409,222289,31075,60251,19115,17782,6314,2249
24,0,43,60,727660,31623,12196,18081,7264,2588,3147,482
25,0,38,70,1493794,167476,14009,21220,69870,13165,5849,2725
26,0,60,78,189233,22344,4436,6608,6091,1518,2396,274
27,0,53,81,1426914,337341,8211,68490,34061,26889,7064,962
28,0,41,75,92289,72447,2060,15301,4948,2432,1101,1309
29,0,67,81,727456,58062,32072,153546,17372,23989,3683,1351
30,0,67,81,255959,23844,5887,10841,3495,4064,2257,423
31,26,67,81,530910,38241,12645,21640,3675,5514,1310,774
32,26,57,74,111629,14679,1815,605,4324,437,289,246
33,0,70,75,1795358,116804,79248,33868,27628,17960,7282,1839
34,0,78,96,1520965,100459,25601,37253,9147,15951,6223,2764
35,0,61,91,31586,5193,676,1726,1456,549,524,307
36,0,69,100,365621,54298,4232,16937,9657,4143,1441,382
37,0,56,100,2406779,246613,21477,41008,76973,33100,17444,5996
38,0,61,100,737860,72811,61377,34708,19022,28011,1805,1089
39,0,53,100,426850,121016,3317,23018,56577,9351,1884,1954
40,0,53,100,169350,11310,1117,513,582,1198,213,180
41,26,54,100,421138,58967,10128,21991,20931,7331,6966,1017
42,0,54,100,324779,40403,3675,6860,5052,3101,1125,426
43,26,51,91,120670,140980,9200,10218,9192,6668,2527,1515
44,0,51,91,1460490,82625,44708,78479,28363,12888,2757,2851
45,51,51,91,68508,45597,2980,24615,3689,3407,2251,1161
46,51,51,91,1055731,198470,172614,263153,28969,63133,48633,29399
47,51,51,91,186490,22733,5650,7214,27305,35787,12319,9692
48,51,51,91,271215,41208,9368,25357,8680,7317,2222,442
49,51,50,75,2142243,226780,39736,182408,58895,22558,12793,4926
50,0,60,83,777433,35321,8901,8835,8709,6478,3251,1205
51,0,57,80,1523357,37114,7232,10589,17056,3471,1800,803
