2019-11-17 00:41:08.391796
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,54513,8032,1956,1722,599,245,83,158
3,25,0,0,1948912,18612,10906,10361,7227,3583,6796,1240
4,51,0,0,965955,4983,1652,4305,4296,3677,2289,541
5,26,0,0,995962,15890,13433,13242,15364,2597,6071,1174
6,26,0,0,224256,3215,954,615,3474,6331,406,267
7,26,0,0,1356670,5094,2320,4817,16707,34339,1487,1265
8,26,0,0,1203483,167549,32697,49288,40539,32828,15542,3801
9,26,0,0,410846,206575,183468,65533,136290,73624,10911,6422
10,26,0,0,2162961,37560,16954,6823,14396,4094,3318,745
11,0,0,0,941508,15066,3551,5481,8531,3589,5096,229
12,26,0,0,882415,29989,5202,5709,14540,3927,3335,1582
13,26,0,0,710126,23411,2337,3673,19152,4599,6145,2186
14,26,0,0,2073655,131079,61464,29777,47222,24065,18411,2007
15,26,0,0,630423,23366,1981,5824,14034,5787,1530,801
16,26,0,0,833067,11024,6684,3525,16028,3174,6523,739
17,26,0,0,1443115,140449,14165,48345,36125,26566,17846,2895
18,26,0,0,1307856,16453,2714,2366,8106,3258,4025,1021
19,26,0,0,1445641,46640,8985,12846,45999,33820,25300,1908
20,26,0,0,371235,4972,489,1582,14013,16603,762,789
21,26,0,0,489640,8352,1142,3279,19879,23173,981,885
22,26,0,0,1374172,12967,4495,2873,7362,31653,713,549
23,26,0,0,1553192,4509,3553,3037,9142,37383,1052,434
24,26,0,0,1739263,8088,2719,3086,10373,37971,880,828
25,26,0,0,1478199,15307,2999,3811,11621,36883,678,1068
26,26,0,0,932637,136934,38107,51874,49099,66005,18171,3107
27,26,0,0,1773175,57423,1798,10357,13152,6350,1893,1097
28,51,0,0,152703,649,399,228,121,615,474,22
29,51,0,0,1150394,4840,445,2508,24691,13374,4001,1041
30,26,0,0,745658,12089,4742,2271,14120,13694,5096,1075
31,26,0,0,1135234,1232,526,1534,19646,9906,6168,1383
32,26,0,0,2225306,60057,5795,4821,32041,98575,6091,2537
33,26,0,0,645964,4502,640,1356,8399,13586,1713,764
34,26,0,0,753327,2512,293,907,6659,17941,1622,712
35,26,0,0,836240,2413,1365,1061,9204,16367,1214,1020
36,26,0,0,1938972,16272,3832,8655,41286,68975,4686,4622
37,26,0,0,1836987,10866,6840,7295,61999,51711,5098,6948
38,26,0,0,2027723,15593,4870,7730,58910,52880,5000,5371
39,26,0,0,1655677,20820,10438,21474,43074,26323,11499,1426
