2019-11-06 11:19:12.833568
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,1533321,45522,6768,8206,10181,3951,4094,2845
3,0,0,0,1117152,33475,890,1495,4479,2099,699,951
4,0,0,0,27269,6412,1177,2253,1975,710,117,598
5,0,51,30,1282135,47530,17135,12743,10692,2634,2332,1475
6,0,66,54,1159947,21971,11820,12623,10240,6227,5968,2102
7,0,77,51,194872,41531,12526,3011,1312,2503,1130,396
8,0,91,34,762317,208935,130354,7583,10367,6678,6934,1596
9,0,91,50,276881,73298,11507,49580,28398,11078,616,2382
10,0,70,8,248222,131699,5129,6067,6624,2020,1267,401
11,0,54,1,682283,78422,1720,2910,1991,1105,913,394
12,0,51,35,361535,26170,12120,7588,5860,5232,622,275
13,0,53,48,37392,6304,8532,4116,6265,6836,3552,1422
14,0,77,78,25120,15632,9251,7571,4084,4893,4743,790
15,0,88,96,121009,17439,1987,2592,1268,1170,567,361
16,0,88,75,64368,7815,4536,1035,2372,807,770,336
17,0,91,69,3423,11409,11711,8983,6022,7715,3922,2001
18,0,90,61,311897,20884,12799,7631,7646,3088,3868,1883
19,0,93,74,418627,20927,6794,4244,3347,4590,2005,1274
20,0,100,77,175984,6832,1922,6378,691,1259,782,293
21,0,83,61,255735,10018,1084,633,1328,856,155,111
22,0,74,56,1424578,246245,43939,16655,23279,14973,5376,2665
23,0,60,38,1107627,60102,1667,5831,13406,2359,1349,1175
24,0,53,37,360343,36186,10249,14902,8731,4221,3145,1362
25,0,67,40,99506,31625,24494,4974,13157,5199,3440,2129
26,0,84,60,8846,5439,9406,4103,2232,4947,1470,1099
27,0,96,84,9429,10855,2776,4312,5935,4143,2407,690
28,0,88,94,3324,36848,9032,2580,3783,6898,1480,1126
29,0,78,100,24398,7852,1926,1092,3217,1591,701,744
30,0,53,66,43944,121752,8200,3776,3219,2441,1969,678
31,0,54,37,142320,143038,36266,17932,6293,4892,2283,2240
32,0,54,29,497741,257992,56815,22649,24286,27851,4934,2827
33,0,60,35,385683,23666,7218,13152,18902,10188,14763,4309
34,0,63,53,2121251,524467,36588,50610,67345,46867,17587,10966
35,0,67,61,153801,37242,16051,6203,1635,2807,398,161
36,0,60,47,219425,12021,1702,318,3894,358,463,255
37,0,44,11,792696,803458,12027,46684,14641,9634,7178,3877
38,0,53,16,94048,18437,2277,4921,2209,2811,548,683
39,0,43,11,46442,25713,3204,2112,2491,779,429,335
40,0,44,17,577516,63269,7757,5127,17389,3398,3238,2201
41,0,54,44,382216,37273,9651,1545,7030,4363,1716,1278
42,0,56,35,164308,22201,6846,2244,2547,1632,1038,841
43,0,53,48,442741,52983,6793,2478,11035,4443,4915,2448
44,0,51,56,598851,112847,5473,10444,5487,13006,8037,1174
45,0,50,74,5030,11669,2664,2426,5074,7308,4228,2012
46,0,50,77,23077,58931,12985,12403,6474,5783,2823,1321
47,0,67,80,10734,17407,11444,8506,4896,4052,1602,2328
