2019-11-06 10:48:08.705207
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,51,0,0,1386792,205210,72208,60243,78906,40448,19235,14262
3,51,0,0,262954,49945,30608,17219,14985,10371,1423,1063
4,51,0,0,1510763,182901,27765,67943,54496,18471,4546,1337
5,0,0,0,419579,13220,2806,9971,6770,12562,1559,775
6,26,0,0,117736,7208,3980,2809,2638,7915,264,164
7,26,0,0,2436960,208150,27611,58370,44631,21947,6865,4883
8,26,0,0,793670,62845,9084,2309,12324,15483,16782,14360
9,26,0,0,1475994,127125,65954,217475,48826,50265,14674,4917
10,0,0,0,1080920,133022,3252,49608,19510,6729,3181,1000
11,0,40,51,1658448,19632,22696,10225,34091,6551,1493,823
12,0,21,34,273828,196119,11890,8815,10379,2548,1405,782
13,0,17,43,608691,24613,9019,1557,4942,3026,1733,639
14,0,17,43,596703,54881,41927,20328,12760,20939,3413,1010
15,51,17,43,1042221,101989,24867,13916,14978,8349,1424,962
16,26,17,43,1198892,79171,21476,47850,19545,20992,3418,2046
17,51,17,43,1236487,223922,33407,180832,64279,72525,17673,5798
18,26,17,43,733041,166571,12174,52075,13973,21729,2494,1363
19,51,17,43,1261986,90770,5109,12211,10666,8638,1979,1624
20,51,17,43,1709384,535861,36416,52104,25179,17456,9034,5924
21,51,20,51,1023038,39155,13355,11202,9146,4691,1656,1399
22,0,20,51,2052738,146756,6576,34124,27071,12042,1667,670
23,26,20,51,1351984,36935,28833,8605,16136,15887,3886,841
24,51,20,51,1314359,44587,25260,13459,4444,6084,3362,655
25,51,23,44,1000423,52843,9498,35407,8080,6138,2266,931
26,0,23,44,726876,52092,43289,34143,36145,13981,2527,1543
27,51,23,44,294312,34074,41267,31381,40597,42235,3007,2221
28,51,23,44,191387,13048,948,6280,1998,3574,1441,615
29,51,23,44,1667207,86851,45242,69410,58191,50385,9661,1871
30,51,30,87,1437322,1319861,230113,126858,64182,440125,31356,17974
31,0,30,87,817829,209023,348908,13560,5514,82420,7440,1956
32,51,21,75,1759896,130713,9103,12019,3886,6467,3850,1871
33,0,3,66,914093,309858,18802,24865,32652,14056,7582,2823
34,0,11,78,280469,22274,26427,28262,16400,13327,2054,1568
35,0,11,78,1858370,42156,15357,28540,12425,37554,3340,852
36,26,3,61,367994,91050,2529,1795,9706,6938,2826,597
37,0,13,74,1269389,96813,11576,8095,10930,10446,2831,280
38,0,26,77,234249,157117,15672,19344,8442,9703,2329,912
39,0,17,78,805375,32723,2972,14181,7441,9290,6278,1209
40,0,40,74,504844,182529,12334,63163,13667,14470,3239,1704
41,0,47,78,992683,240754,46608,49125,15836,37899,10389,1530
42,0,47,97,734091,216028,34341,31052,22635,76103,6286,3558
43,0,54,100,146835,11693,11662,6054,3856,7267,808,268
44,0,53,100,637041,128542,37543,29649,40224,50790,6030,2707
45,0,54,100,1421675,271078,38781,130277,83554,41582,19754,2271
46,0,54,96,843820,75871,7000,8471,4186,3917,2158,831
