2019-11-06 16:05:31.619655
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,90445,362380,137971,50572,29833,8273,4437,1128
3,0,0,0,112485,152803,21001,55622,80434,63677,9841,2739
4,0,0,0,39602,35537,5670,7501,423,8108,519,591
5,0,30,53,126155,46113,6061,8467,6860,15543,8842,2751
6,0,23,51,436747,82210,6658,13126,8412,3699,8969,2144
7,0,23,75,3025582,60529,42579,143523,328228,323825,31725,2661
8,0,23,75,761940,37315,9583,5172,3176,9369,490,338
9,26,23,75,2144494,83519,54786,19815,30450,56286,5827,2002
10,51,23,75,642544,52324,22838,7546,14145,7557,1955,1327
11,51,47,77,14798,2925,2056,1256,1544,455,626,139
12,0,37,69,218419,40301,6516,4548,27767,5529,6864,1384
13,0,41,67,325126,77435,13661,7404,2767,3312,1317,721
14,0,37,61,1360043,8720,5868,2738,21824,8518,3011,356
15,0,37,61,561203,96179,23375,76794,56419,59108,3948,5078
16,26,37,61,260190,36202,32041,31311,12094,26146,9738,1357
17,51,37,61,529001,46310,20552,21085,39677,15031,1964,1157
18,51,37,61,353030,15882,3188,341,2035,6809,2010,812
19,51,37,61,287431,37010,16903,42299,11946,32107,26852,19432
20,51,37,61,1857392,261641,17235,49552,28003,30143,6192,9047
21,51,37,61,1283587,34613,9773,15751,17085,28501,14252,13086
22,51,0,0,919616,196799,19826,59088,146205,83850,78952,28710
23,51,0,0,1040791,74769,5212,3293,4642,11235,1547,1285
24,51,0,0,1349722,14648,153,809,2098,1459,1036,300
25,26,0,0,1657578,298737,53298,38861,23644,66593,5674,5049
26,51,0,0,53895,5149,1556,2471,1167,456,343,117
27,0,0,0,1121283,186421,71201,24401,86629,43903,16987,6201
28,0,0,0,744622,22425,2468,2703,5036,7586,2013,524
29,51,0,0,512239,100419,36144,28286,85894,100856,48344,41075
30,25,0,0,609047,76950,43381,49519,44050,16668,3624,3923
31,51,0,0,1414790,19853,45865,101018,50836,22000,8392,1974
32,26,0,0,736766,220814,86981,71182,37735,22522,2961,4179
33,51,0,0,3053493,96561,14398,29411,12900,37836,8885,6285
34,51,0,0,632135,165862,13017,147093,94764,105783,6137,3932
35,51,0,0,979947,72760,102509,50147,29861,64495,6884,3002
36,26,0,0,382823,8310,2789,8903,3327,2540,216,243
37,0,11,50,1125785,65713,23074,8185,8707,2832,1090,512
38,0,37,47,2216477,502751,134474,309511,149436,62961,20135,7564
39,0,37,47,363714,75372,54910,33089,19678,8078,2125,1253
40,26,34,57,803112,115412,39402,9689,11828,15647,4810,2270
41,0,34,57,1065819,1046980,46738,47701,60293,51051,79377,20497
42,51,29,34,386420,63966,8248,13148,13174,2969,1594,702
43,0,17,44,3588019,200783,15830,56649,56391,20003,9696,8808
44,0,1,43,2323870,329249,36615,27506,48132,25413,6763,2850
45,0,1,43,1242286,299614,470,6759,13189,23380,3333,1597
46,51,1,43,1000708,225593,215635,27265,9955,40160,7674,3644
47,51,1,43,1232647,259537,185231,79670,64602,48901,17442,6579
48,26,1,43,1138176,56371,30448,35541,34607,31039,5766,8549
49,26,1,43,1889930,692041,19295,109089,147738,215125,29149,52418
50,51,1,43,143371,34581,14222,6314,5951,7158,698,287
51,51,1,43,826500,39239,26721,17525,13771,27372,1779,1161
52,26,1,43,1140077,124621,33244,64302,43764,26330,3275,1795
