2019-11-04 22:47:37.325902
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,377097,122449,61574,8334,27590,14790,6067,2523
3,51,0,0,693637,21050,992,7154,14808,13666,1849,1399
4,26,0,0,680266,22851,3146,7215,19885,10867,3684,1279
5,26,0,0,251317,2563,172,6835,12811,13625,2189,675
6,26,0,0,699590,11886,3357,1782,20462,11830,2272,674
7,26,0,0,677685,24528,5781,1422,12990,5348,7970,1274
8,26,0,0,690623,4145,1664,570,6441,19121,567,591
9,26,0,0,599268,10214,7218,8561,22302,5566,4633,1578
10,26,0,0,1686318,29223,9400,6110,51661,51626,2835,3555
11,26,0,0,1011240,12591,712,1857,3769,20103,609,348
12,26,0,0,3010307,46074,25242,21398,21315,123592,4116,1789
13,26,0,0,297586,20399,2214,2144,6138,19660,674,408
14,26,0,0,703593,15150,3338,903,10073,18916,1199,234
15,0,0,0,29435,541,59,727,310,4883,73,51
16,26,0,0,2124317,28300,2659,6443,29608,40282,8765,1906
17,0,0,0,1053806,54312,3612,13216,27053,8494,7962,1249
18,0,51,38,1648963,27071,19287,6117,50836,13742,16138,2198
19,0,51,38,763638,1691,211,1210,9293,5390,3287,376
20,26,69,41,1157435,18729,14221,7000,27297,15058,22781,1585
21,0,69,41,1122884,81704,20039,16161,40581,11936,3309,1642
22,26,78,29,1065654,166974,23971,20970,16195,15542,16069,2322
23,0,78,29,2320047,35143,6223,4899,1447,5336,6135,1553
24,53,81,11,1218250,72686,10978,8371,30406,3559,4558,1155
25,0,53,4,1864093,63862,6985,2695,66756,8806,16705,3120
26,0,53,4,891661,8635,2990,1413,17732,4255,7717,1209
27,26,53,4,1394967,8459,3791,3057,4644,15279,6222,429
28,26,44,1,1212761,80241,20502,7532,33304,6790,28534,1598
29,0,44,1,898610,15287,2633,4086,3499,4664,3120,307
30,26,41,1,1181336,102971,19573,6104,7618,21906,12742,1823
31,0,41,1,521708,46770,5184,3318,3275,2576,1564,468
32,26,51,16,2373649,28885,13534,7250,27459,14016,10987,6433
33,0,51,16,593910,8081,3181,1620,11133,2281,1954,877
34,26,83,26,1880186,26812,8935,8172,14138,14961,18372,1712
35,0,83,26,1564870,54942,24422,24734,42058,6240,5294,3759
36,26,97,43,1198066,21263,20979,5085,12446,17292,10914,1281
37,0,100,50,1217757,58697,9587,12257,25615,23297,7538,2190
