2019-11-04 22:30:32.895238
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,486918,89658,36060,21672,31758,11367,3518,3510
3,26,0,0,2006675,449517,185976,188419,67798,10843,6302,6539
4,51,0,0,162528,8726,774,2614,5803,6686,2299,807
5,0,0,0,332233,19191,2394,1445,1577,1081,1216,316
6,0,0,0,1855503,166065,37212,70889,89639,166191,6477,7051
7,51,0,0,745018,142715,48593,16673,6757,4014,2104,1014
8,25,0,0,585295,15277,1547,2017,2940,2656,882,305
9,51,0,0,845424,40057,18143,10295,9103,18535,3494,1685
10,51,0,0,1465368,285284,158309,145189,126281,165837,61540,46974
11,51,0,0,823974,202515,63239,13914,24546,66740,19339,17141
12,51,0,0,1676127,258059,106215,101797,118483,99015,27314,43401
13,51,0,0,145505,96393,7255,26023,40365,33342,21398,10761
14,51,0,0,881759,1386573,168633,127721,61864,171357,34599,36381
15,51,0,0,726368,9992,20255,31070,21168,26421,3771,2035
16,51,0,0,233145,30366,7512,6022,23567,21959,1637,1506
17,26,0,0,84230,71841,38424,45669,37214,36357,33967,29744
18,51,0,0,1717740,344782,47803,220263,169113,130107,63520,21118
19,51,0,0,1603448,91415,15603,20980,75711,24665,8331,1021
20,26,0,0,537357,125148,71807,20495,15506,31104,10615,4436
21,26,0,0,2304959,1007848,231801,139178,410036,489316,80021,15952
22,51,0,0,713294,134625,24937,13895,37389,26382,6727,3236
23,51,0,0,1463189,1202532,68904,444834,427030,845709,561284,352172
24,51,0,0,1597539,1019887,173760,247467,94189,138084,52568,36088
25,51,0,0,1338394,40836,1232,5197,6671,5269,1623,1024
26,0,0,0,915129,30510,18846,15341,3027,4359,1946,1326
27,0,0,0,205892,17705,5101,6999,5317,6419,1379,191
28,26,0,0,244867,62499,15673,18153,7488,2683,2602,1486
29,25,0,0,935739,218647,34085,32772,9400,17892,10439,3547
30,0,0,0,1062378,223363,40140,33787,14332,12306,4771,1777
31,26,0,0,1861915,639015,159007,71012,50861,133648,15334,13386
32,26,0,0,1334049,82733,10090,12192,18910,12630,3175,2335
33,51,0,0,1925903,790429,196711,233388,183036,68870,19275,13122
34,51,0,0,272615,34840,22693,12830,5707,24606,2560,1764
35,51,0,0,1299883,808848,176622,137108,30270,34572,8560,5359
36,26,0,0,705871,24310,12749,7260,8039,7624,1742,999
37,51,47,51,1763556,95728,35002,72781,66638,36369,3468,2777
38,0,47,51,573750,566732,84460,74228,67912,36792,8463,3539
39,51,47,51,1054495,660061,227439,198265,392729,730546,210512,49162
40,51,47,51,1024541,236703,50165,21813,56172,30649,21952,53555
41,51,47,51,2481672,1090033,29511,162802,246779,257133,122612,152446
