2019-11-04 21:19:44.358009
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,59424,2770,464,387,288,737,145,145
3,25,0,0,755543,485397,130944,127367,77748,34743,24111,23329
4,0,0,0,28393,14150,33111,8619,15056,14068,5150,4035
5,0,0,0,276873,41558,3018,12839,13344,2097,4746,1265
6,0,30,53,507460,22206,2047,4131,8064,8508,1363,979
7,0,37,50,146899,68221,24122,16852,21851,6154,7235,4335
8,0,50,44,344849,17092,19113,14200,12923,2768,4171,3484
9,0,54,57,79635,29037,9566,19154,9012,20350,15527,20663
10,0,44,35,382472,43025,1657,412,1221,1481,2450,735
11,0,34,54,16628,48223,2319,9849,12707,27169,16448,7719
12,0,3,56,1280602,313748,17538,4859,15239,22511,5837,3565
13,0,1,53,64690,20277,7542,598,5892,5730,3151,1361
14,0,7,78,487580,95342,3369,13129,10639,48370,7853,7680
15,0,20,74,450642,50463,32178,5630,13588,24537,17804,6831
16,0,35,87,334564,55907,12292,4828,5308,15648,11464,3652
17,0,26,66,373080,176344,18340,6068,5207,6227,1891,1612
18,0,41,67,255749,30894,15193,20255,18772,31245,20686,3902
19,0,30,57,573760,202553,25119,16367,10604,23356,9355,3839
20,0,29,40,186710,97171,15272,6773,11415,4787,4364,1603
21,0,47,43,83275,30463,14089,6054,2359,1821,1401,681
22,0,40,37,689407,108840,31244,16465,15322,40556,15277,6503
23,0,41,56,16454,21460,560,10271,8934,23350,5686,20610
24,0,43,54,113377,44656,10789,1209,1698,1816,1394,189
25,0,37,63,336108,39400,6808,7828,4719,5483,1489,1754
26,0,38,47,1021461,296708,55131,41050,6318,16553,8572,7040
27,0,43,34,11173,49344,8042,11387,2734,11569,1083,1078
28,0,47,38,225761,110815,48062,772,10352,8708,4051,1795
29,0,54,29,106562,18131,8440,5314,2224,1439,2704,1035
30,0,57,54,72114,14936,10739,11509,17126,23853,8969,6023
31,0,50,51,120499,34620,3403,3020,5515,4960,2780,1210
32,0,43,74,887650,85008,12257,14565,6076,50541,24591,7791
33,0,40,84,14367,16651,7731,3721,4141,3850,5062,986
