2019-11-04 21:01:54.357661
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,68114,3773,800,422,534,462,324,521
3,25,0,0,1538135,188296,158154,194442,72654,50788,14675,23555
4,0,0,0,432086,37853,15719,7345,5640,3875,1191,884
5,0,0,0,166174,141762,21329,10501,5165,1735,3803,1788
6,0,43,44,550544,232252,82597,44941,17011,12664,5087,3171
7,0,37,60,1681782,98631,19045,13319,17494,13328,7400,6037
8,0,24,66,28994,36824,1669,4805,1188,1887,951,357
9,0,38,83,2370042,105817,216057,68349,138534,46580,11959,34863
10,0,30,84,70269,24061,4445,3734,423,1399,936,477
11,0,26,63,1260057,674782,65797,41914,26825,9882,8458,1611
12,0,29,66,1797147,268328,32530,32717,15216,19371,6569,2829
13,0,16,60,1351352,234282,73240,43257,35019,25712,12012,3919
14,0,16,54,515827,68306,11240,11623,5003,2247,6652,1324
15,0,41,64,561616,36651,27887,17565,2043,2888,1414,1557
16,0,30,60,401532,116607,8682,4109,5253,4210,1421,1022
17,0,26,54,1454298,479472,114103,24739,5937,29070,8138,1532
18,0,21,53,400308,187560,39878,2993,7456,4967,2855,1998
19,0,1,63,255920,60715,5486,4013,20881,5670,746,143
20,0,24,69,1747803,150264,188631,34471,6565,28594,35884,3802
21,0,29,74,1026720,100481,26792,19462,11350,8265,4139,1020
22,0,35,83,1607398,104719,30654,7979,12548,8481,5560,2526
23,0,34,75,56880,32476,1015,1258,2623,1101,634,326
24,0,21,77,1077013,76512,27467,7709,2223,9698,2718,2439
25,0,20,77,1145600,43678,10527,3092,3021,3532,1857,1568
26,0,26,64,1016363,297451,91915,40054,7013,8404,11639,7351
27,0,26,69,750785,345239,11907,10823,15789,18822,4466,4369
28,0,30,64,109692,12121,7487,2282,1174,1227,305,463
29,0,40,57,150052,178839,91680,28539,9142,9463,1752,2151
30,0,43,77,782093,20608,5826,10743,4422,4445,1612,526
31,0,63,81,280222,56044,21714,4865,4264,7247,1674,314
32,0,63,77,271672,65544,38324,7661,2576,3618,1212,1611
33,0,57,84,115943,10697,2472,2206,736,1202,345,321
34,0,48,84,248490,34855,5097,5429,1899,4942,2709,529
35,0,38,70,273073,164636,17485,6464,1469,4212,3788,1610
36,0,16,60,1446217,828617,45488,43500,30162,12029,6249,2784
37,0,3,57,31893,8637,839,391,646,525,153,63
38,0,13,43,477779,52602,22921,10538,6357,2048,3328,1072
39,0,29,51,2334326,119989,90570,3531,22266,11697,12437,1588
40,0,44,60,1060819,57984,21783,5921,7116,2407,3092,1404
41,0,50,54,411067,73873,6650,7698,2540,2794,1277,736
42,0,47,63,1737882,169057,53697,35682,10637,15874,7251,2154
43,0,30,54,250363,99670,11773,2896,2554,2457,1799,715
44,0,26,56,1020534,50378,11610,4183,5522,2620,630,567
45,0,14,56,1455397,262065,2992,8093,10116,8022,3613,1402
46,0,1,37,642436,921108,37036,23754,18804,7784,8959,7296
47,0,11,43,75263,10145,2578,2690,1697,713,565,102
48,0,20,40,621417,221968,87582,18400,11478,9021,9042,1841
49,0,47,47,894306,119853,64816,19765,32183,11310,4037,3120
50,0,69,64,2080249,123581,85064,20932,3137,14043,5770,5871
51,0,53,56,711286,296369,11487,11459,13002,5942,6831,2124
52,0,47,67,810616,117711,17893,16104,12488,13040,10688,2447
53,0,30,53,229986,94830,1176,10645,4111,1361,2954,738
54,0,21,51,56458,17805,743,4784,3286,1225,1258,951
55,0,17,57,169828,144979,1281,7320,15189,5556,4373,2544
56,0,7,44,898849,478206,15240,26200,8093,11141,3805,6798
57,0,3,66,1370677,204811,5916,13832,7328,25529,12110,4783
58,0,8,75,320851,36694,8493,13929,8820,7513,2590,936
59,0,34,78,1472163,46199,22630,9825,2906,3542,3415,1047
60,0,48,100,120468,37210,21265,1682,12143,13131,5907,2320
61,0,60,97,502695,219095,51262,37988,91011,27766,11664,7554
62,0,53,94,267300,95140,3081,19927,4974,10677,6975,6291
63,0,50,100,299367,15030,1243,8026,1840,3441,1520,568
64,0,38,100,1050985,284617,18617,13844,11572,30816,19828,12175
65,0,37,100,212832,22296,2244,7013,14715,11980,7219,3590
66,0,41,100,864068,589974,203362,161908,295902,176461,190137,140178
67,0,48,100,28129,20884,31663,2390,3527,8225,7173,1248
68,0,64,100,758598,26316,10985,5487,2781,5022,3660,3102
69,0,69,100,230975,100315,25809,30613,31279,22319,4878,5058
70,0,56,100,867910,160967,3789,18515,25675,42612,10748,9480
71,0,38,93,175129,189653,33330,5786,13134,12265,17914,4940
72,0,48,84,37518,9654,10762,4134,1018,983,927,1058
73,0,50,84,299157,11887,5304,3411,6922,2941,1705,758
74,0,60,80,291830,95121,24106,16644,49209,17523,11569,7143
75,0,77,90,64584,11204,8433,8631,2182,4577,2754,1056
76,0,69,96,496750,76247,12365,45837,3503,13042,7919,6477
77,0,60,90,223758,224990,15823,33094,20982,18074,17063,3997
78,0,69,90,75197,42137,3791,33482,6421,10567,5388,5662
79,0,57,88,9910,10650,2828,2252,3007,2049,1429,734
80,0,56,100,18627,6303,4537,3787,3555,4928,11620,4346
81,0,67,100,23310,13856,10462,3951,9805,7482,5687,2226
82,0,61,100,555105,23269,7816,11926,8664,28517,6269,1266
83,0,51,100,1814809,964751,80908,39929,30320,26294,18575,14788
84,0,37,100,80663,77611,6310,10319,13032,43842,21967,22747
85,0,43,78,1042644,97186,51620,48286,10313,6730,7511,4600
86,0,38,77,208656,11555,2659,2050,3138,8077,5152,1726
87,0,51,100,12053,8133,8757,8761,3018,31689,10929,4958
88,0,61,87,248100,38185,10037,5385,4327,4039,5800,1808
89,0,54,94,725881,161907,81945,17910,6881,42613,16036,3370
90,0,61,91,31511,14479,13932,878,11852,17495,3385,3710
91,0,66,80,22135,9810,13282,7769,11629,7876,35358,2934
92,0,66,96,48441,12253,18166,3206,12797,28264,7855,3287
93,0,54,97,37021,39793,5405,4785,6201,12133,27539,3256
94,0,53,100,12848,11569,6091,4883,6760,16468,16814,6168
95,0,38,100,48090,18090,1389,3722,6373,6304,3848,1509
96,0,23,88,106370,43601,1803,2968,4332,5972,2302,1060
97,0,26,80,81656,193898,38539,8983,8015,18323,10852,8282
98,0,23,64,179248,109364,33800,4373,23388,15251,16689,2161
99,0,41,63,126898,28174,38842,13392,11894,14933,14253,6181
100,0,47,64,1708930,43322,3955,3342,6543,8173,4007,3825
101,0,44,75,1460667,42042,9716,3650,7645,17694,25118,6147
102,0,43,74,474507,147739,21660,10756,15463,13877,24823,3998
103,0,44,77,1603,15682,27455,16585,7702,17533,10219,4893
104,0,61,78,77754,15287,6988,9938,4002,6059,1288,5322
105,0,69,80,26367,24017,7535,14043,8959,19017,13795,10208
106,0,77,93,26772,7271,5151,4858,5813,10614,3387,8761
107,0,64,97,19037,24638,17783,6630,16876,24835,6423,17789
108,0,66,100,14912,20111,16715,49947,26442,40470,16539,7780
109,0,69,100,36076,12624,13905,7181,10240,12698,5675,5517
110,0,69,100,66618,23532,16159,5717,6380,22087,7962,7599
111,0,64,94,88972,20055,2893,2697,1394,5568,6335,1744
112,0,60,94,96051,18677,9006,12946,5697,16669,17770,14099
113,0,56,90,26504,21151,19200,2670,18496,7589,11563,3038
114,0,50,84,130028,14502,3100,909,1875,4126,2588,1713
115,0,47,74,39358,16916,816,1867,587,702,630,279
116,0,50,67,114330,32927,35937,16851,20954,19657,13100,3836
117,0,51,69,83293,40440,15021,32873,30659,21092,6312,10483
118,0,60,67,95519,69517,28237,17340,7704,24425,8753,3931
119,0,60,78,162881,72778,8016,11806,29552,13108,7795,3996
120,0,51,81,94672,38721,6563,16574,12177,23688,7848,9034
121,0,53,84,32305,28792,19910,14768,10548,25012,6028,4455
122,0,48,78,304813,102883,14376,24704,10055,13240,8855,6804
123,0,41,93,39077,6199,453,1021,4475,6657,2800,795
124,0,48,87,77487,13956,5218,10278,8948,4956,1602,1005
125,0,40,87,5861,38806,5584,9822,7558,17387,6704,3819
126,0,43,93,44471,25610,15666,4731,6756,12771,16076,2502
127,0,54,81,10725,18321,5253,1945,9653,4292,5224,5023
128,0,54,75,66036,9122,7272,4838,7551,1400,441,165
129,0,61,69,72837,43982,30906,1784,14535,12840,18448,5041
130,0,51,80,4484,17633,2559,5568,12126,24054,6679,3180
131,0,51,80,17165,19732,3657,4106,7567,5738,4180,1389
132,0,51,75,165143,45199,21021,14676,3177,2260,3075,1230
133,0,48,77,40165,25762,5276,6422,1957,7106,2078,5247
134,0,66,64,1399407,31928,27222,23584,6901,17898,4410,2693
135,0,70,54,126795,47933,20451,4067,6132,3457,1447,901
136,0,63,66,11947,47717,6218,12276,11302,9332,8422,3590
137,0,53,57,178220,303310,25528,18305,28696,18462,10872,4525
138,0,56,56,68438,23815,30887,23156,4681,12394,5170,7989
139,0,54,57,28438,29926,1330,9211,2079,2313,1668,568
140,0,63,60,131104,35479,2629,28669,5362,13619,7073,4717
