2019-11-08 19:01:14.910965
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,77421,31922,32086,29017,31239,22491,2161,1012
3,51,0,0,268529,29082,4490,8630,6861,21598,5017,3752
4,51,0,0,708740,339953,66650,42705,50237,72312,32531,9723
5,51,0,0,589318,495195,454106,155803,106909,34502,12629,10802
6,51,0,0,766962,91115,52947,36657,15496,5741,4759,2918
7,51,0,0,2359941,28602,11675,11073,4171,11347,1582,1055
8,26,0,0,1458898,66455,3331,14797,6021,17745,4196,1104
9,51,0,0,2039850,59451,20368,53035,9802,12042,3614,1920
10,51,0,0,1555479,659906,199242,248829,136124,68292,19936,4655
11,0,0,0,1355257,49721,42409,27719,15871,34460,3716,2174
12,25,0,0,1285106,614087,434161,324717,183678,204699,56689,20316
13,51,0,0,1166615,597936,96090,93821,115838,59250,4151,1770
14,26,0,0,633915,26862,3363,9745,5702,2428,1500,365
15,0,0,0,356513,58886,1921,1441,7109,1130,1652,295
16,0,34,34,445255,591309,7831,29869,24426,11951,8475,2516
17,0,34,34,1893947,549287,36269,80566,39159,108521,42895,22941
18,51,34,34,2120813,1350724,125387,42126,41713,64461,32003,5854
19,51,34,34,1020481,130595,8052,37943,12170,29077,2097,1864
20,51,34,34,1483626,338597,66253,129800,440495,232408,190231,88025
21,51,34,34,1932993,11955,14220,6345,5117,4460,1954,640
22,51,34,34,1333337,244234,17589,34129,61585,61637,8068,6317
23,51,0,0,830680,15610,6657,13777,13517,9222,6083,5395
24,51,0,0,107355,90924,56939,32863,45547,26825,11065,13173
25,51,0,0,1145290,76513,30643,15876,30585,26378,4691,1235
26,26,0,0,810490,1015471,73430,60646,76513,82285,7774,2578
27,0,0,0,398845,9672,4000,2519,2967,9824,2164,369
28,26,0,0,679696,125171,4660,28361,41670,22173,15493,1677
29,0,0,0,2196738,3169,1956,5773,17688,66105,2378,1211
30,0,0,0,1204639,2791,529,1032,11842,9750,751,1115
31,26,48,27,2099063,34155,7971,17552,26330,8890,17640,3633
32,0,54,16,987325,128974,27131,15431,55132,6945,13603,4348
33,0,54,16,553814,30815,3890,3887,1966,2314,1149,2767
34,25,54,16,1102321,92132,82157,129999,8859,19733,3058,6957
35,51,54,16,684355,40517,7285,19270,25071,6286,3348,1311
36,25,54,16,747636,22355,6398,1886,7177,2318,1428,1226
37,26,54,16,1274103,114364,21330,21018,29793,23712,19065,4288
38,26,54,16,988758,26448,1235,14002,5726,4720,6304,837
39,26,56,14,1562866,50655,4662,14478,41815,19557,24362,1981
40,0,70,17,535231,11445,1902,3653,3944,3767,1938,674
41,0,70,17,629041,29087,3549,2002,8734,2747,1813,658
42,26,70,17,1285803,171947,61248,30687,14070,17847,13403,2609
43,26,70,17,9590,1093,240,261,1334,9678,116,162
44,26,70,17,1138686,15384,2178,2564,7092,26773,687,481
45,26,70,17,211842,2088,367,99,466,5417,128,78
46,26,70,17,45962,1691,566,696,1233,9229,128,170
47,26,70,17,901247,18623,2902,2098,5566,24586,237,302
48,26,70,17,90439,1741,394,670,1050,5262,237,68
49,26,70,17,864072,28567,2941,5774,3153,4814,3669,578
50,26,70,17,732429,72959,55001,24108,24881,52499,6154,8198
51,26,81,20,1229302,31731,37586,21513,15537,18408,6834,2212
52,0,81,20,920855,29429,1947,3220,13182,15748,1665,1862
53,26,81,20,3162034,73883,3122,14903,38681,23343,17657,2311
54,26,81,20,106911,1825,914,961,1676,3168,2123,98
55,26,81,20,666089,16200,916,3099,2083,13574,6842,407
56,26,80,24,296152,16846,4353,3592,11471,3695,2707,864
57,0,94,27,1629743,15217,22235,33762,42212,33275,6615,1678
58,0,91,35,2389229,10218,6603,9368,23302,24183,14928,2542
59,0,91,35,116901,1058,382,482,881,2776,2055,101
60,26,91,35,589274,11495,7056,2416,9674,7575,3185,421
61,26,91,35,563842,8468,1040,741,9064,1951,9205,237
62,26,74,40,2981336,14058,8758,9183,39524,16020,38158,2738
63,0,74,40,959175,8518,1177,4160,5493,4139,2210,158
64,26,74,40,1625607,137951,8475,55961,38754,37025,11804,5988
65,26,83,34,2247375,82498,26180,23234,13551,5938,6078,3864
66,0,83,34,286199,7486,3157,2159,6646,3134,2390,719
67,26,66,24,2010010,52917,12059,6689,41618,6836,15763,1816
68,0,63,13,2139604,61120,7637,11176,29144,5542,12338,1464
69,0,63,13,2862168,38079,13283,19695,31511,9032,15749,753
70,26,66,8,2780617,27194,8875,13178,30242,7375,3864,1400
71,0,47,16,2199706,49455,5375,6335,28168,18260,16545,1351
72,0,63,17,1563985,44438,3346,41341,16975,9896,18049,1142
73,0,83,23,535860,6326,12458,4435,3212,4996,2619,227
74,0,83,23,1478555,254842,38090,34150,8290,12323,14095,3897
75,51,81,21,921774,149766,52382,15697,27111,26386,11615,10201
76,0,81,21,2425503,142776,3547,13336,47890,18153,5956,4732
77,26,81,21,1633909,95611,16634,114178,17328,42638,9391,3630
78,26,81,21,3074368,61266,9959,11152,68355,26141,30673,4435
79,26,84,14,1854897,141600,8699,27049,62826,10498,32451,4433
80,0,84,14,1020205,13942,2333,843,2551,12068,4377,499
81,26,50,29,1611318,15015,1657,6470,52726,58796,2450,2883
