2019-11-08 18:34:21.684828
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,51,0,0,178154,51758,3715,3536,1782,2788,1921,951
3,25,0,0,1007340,12910,36571,14759,29974,71632,22186,1408
4,26,0,0,760182,37624,11810,18807,21677,4338,6488,2315
5,26,0,0,793322,22818,3518,6963,18106,5374,3638,818
6,26,0,0,1887712,59417,82241,25657,51908,21937,6864,10239
7,26,0,0,1734377,83913,23881,19829,18055,9094,3249,2983
8,0,0,0,1774291,48634,13364,35373,106818,22234,8110,4018
9,0,0,0,1435727,33417,30442,16455,36226,15296,9149,3523
10,0,0,0,1633363,38243,5042,11287,68071,12802,10112,3012
11,26,0,0,704670,36278,6411,7529,13246,5859,3658,579
12,26,0,0,1617255,94952,15245,24312,47795,19954,20765,4937
13,26,30,34,1112520,97512,10179,5826,42088,7751,8024,2045
14,0,30,34,3336606,62519,58490,25322,33589,17811,13371,3132
15,26,27,56,1404380,58329,14984,9605,34475,42472,16486,3516
16,0,27,56,726301,26100,10669,21527,5045,3711,3953,900
17,26,27,56,128809,2883,639,532,1120,2657,1697,136
18,26,27,56,1295807,6138,1883,3232,5698,4564,2363,525
19,26,27,56,2036529,151651,56507,14998,48118,8420,4801,3833
20,26,27,56,1742152,70128,24407,38119,46903,25908,11868,3374
21,26,21,40,387897,254973,6211,34713,72676,13898,8737,3121
22,0,21,40,789164,12940,751,1128,7020,18729,896,664
23,26,20,41,1434401,94307,18871,13581,54313,15549,16362,2139
24,0,20,41,865258,17538,4529,27432,32964,48527,4184,2289
25,26,35,54,963803,30559,16428,11592,33740,10507,8338,3306
26,0,35,54,368172,5678,969,663,2126,8923,1705,246
27,26,35,54,2386280,40191,41710,44778,30058,33208,41760,3622
28,26,35,54,1843078,117432,15517,19356,78828,29149,22566,1965
29,26,35,54,395325,5158,4945,4041,15751,6288,4562,851
30,26,35,54,1705555,125584,37841,11598,43460,19870,6708,2352
31,26,35,54,91180,51602,3331,925,4825,4524,2845,3351
32,26,35,54,1766507,119868,41900,27693,18620,21962,10095,6258
33,26,24,29,1720714,91852,8796,2991,30328,10926,19774,847
34,0,27,26,1235274,100520,6785,14741,35186,3765,16089,3999
35,0,21,50,156314,2528,753,2052,16059,3428,4647,1006
36,0,21,50,2061229,25717,41546,16205,9265,13533,10531,2795
37,26,21,50,1799381,58973,8788,44230,60949,20282,6794,3540
38,26,21,50,779272,130054,14662,41152,20611,18512,5244,2109
39,26,21,50,977873,19373,12250,31224,26189,20745,3815,3447
40,51,21,50,482112,172819,27482,16873,18012,12584,5124,10202
41,26,21,50,1819070,78894,37248,18365,24841,10372,7519,2427
42,26,20,50,890768,45564,19590,15975,56004,14551,7565,1145
43,0,20,50,552096,25866,7036,10842,17038,19961,9665,1597
44,26,43,48,262427,74173,42070,3729,17810,11052,5229,1127
45,0,60,50,645333,32119,6495,17056,7361,2012,1422,471
46,0,69,21,1164364,86298,13608,9400,1776,8984,13218,1367
47,0,67,35,259390,3213,1743,1076,4443,3063,4250,265
48,0,67,35,308699,46468,2824,3499,6866,2212,1358,567
49,26,53,56,974961,33260,4623,7637,26263,19962,19361,2658
50,0,53,56,354767,20054,899,297,12874,8689,3214,479
51,26,53,56,446186,4567,3693,2305,16945,3491,4175,819
52,26,53,56,328682,13982,4181,6327,14589,5226,3205,771
53,26,53,56,634810,955,1168,741,1856,1169,1125,95
54,26,53,56,2844234,28572,4574,7804,68302,64315,9167,4945
55,26,53,56,460961,13123,2481,2948,13735,7524,4945,1031
56,26,53,56,681850,2264,1830,307,8660,15920,1227,1107
57,26,53,56,651675,1791,1083,602,8643,15362,1252,613
58,26,53,56,2664461,3663,1456,4641,27295,64965,2511,1572
59,26,53,56,184423,3117,270,608,1004,944,1415,169
60,26,53,56,684360,26995,1381,7420,9781,3966,5768,928
63,26,53,56,688698,25560,7004,3025,14392,4023,3496,1493
106,26,77,26,548680,18608,3689,2885,4602,23523,276,392
107,26,77,26,3169769,37292,4884,16883,18446,27737,14643,1012
108,26,74,26,1694570,31349,1100,30265,50050,10075,6319,1794
