2019-11-08 16:55:23.417374
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,41168,100615,15458,13879,8073,5758,3147,2294
3,25,0,0,139473,15170,3242,2770,3036,2376,1127,1152
4,0,0,0,656580,80032,13098,16981,21848,9184,3119,2176
5,0,0,0,477844,43892,31357,3903,20545,5094,4089,1854
6,0,35,30,129520,23153,5048,3188,5673,1555,1337,366
7,0,40,53,385162,35065,4805,12807,4712,7796,5589,2562
8,0,34,74,385843,28979,5063,8780,17210,6753,2471,1836
9,0,56,70,346440,42166,23913,10858,12745,4788,3858,916
10,0,56,75,509542,45583,3082,21129,26106,3796,2210,1281
11,0,69,77,53727,4468,3996,2235,5444,1801,664,823
12,0,100,54,718847,7791,10066,4463,2404,1531,1375,382
13,0,70,61,64668,20748,5110,3908,1685,2447,733,354
14,0,67,88,977029,21440,12677,2251,20041,5686,2597,715
15,0,54,75,467483,40568,7301,27934,9213,7640,3778,1202
16,0,13,83,268716,5642,1955,209,12788,781,578,324
17,0,34,94,319722,14127,7076,11176,5999,4256,3963,785
18,0,29,87,153108,11545,2124,1168,6784,1749,634,339
19,0,17,70,123432,18777,1995,4259,2785,1362,986,201
20,0,35,54,175798,21200,2513,5963,7882,1480,326,472
21,0,13,43,1136822,58073,7310,12385,27883,6603,7858,2008
22,0,8,16,2003136,179613,15447,7493,9251,7453,2401,1078
23,0,1,34,621201,42406,2207,2477,15893,4999,5351,961
24,0,11,21,36610,12843,10645,2121,4820,583,1264,289
25,0,43,20,1233585,27701,50291,2229,5182,4787,2742,597
26,0,74,41,1686630,33280,30055,20888,35247,6724,4089,2573
27,0,74,41,705008,8252,13707,12044,2943,2858,1363,379
28,26,74,41,328953,87033,22290,35753,28710,25718,5907,2348
29,26,74,41,1651216,87432,58018,56752,51117,44015,3339,1160
30,26,97,43,2429132,151179,57364,17911,27199,21605,10531,5314
31,0,100,43,84920,11159,10476,9036,3987,747,358,234
32,0,96,48,331813,46432,25570,17746,18778,7084,2808,680
33,0,74,47,702425,108374,4244,19816,35579,10715,2375,701
34,0,66,38,937449,193567,21476,46590,64960,15859,13865,6149
35,0,50,48,1059874,40575,13094,7139,6451,2419,1530,1323
36,0,37,64,616261,26003,4382,6270,6118,11188,1280,798
37,0,37,81,419635,12835,1135,3769,12703,5365,1347,2033
38,0,21,74,657247,89321,6087,3672,12596,5289,1377,2880
39,0,4,75,877243,132803,21517,4105,42203,7450,4159,1519
40,0,3,56,79688,25051,4456,11632,45259,4031,2919,1674
41,0,27,26,1050340,125500,97842,31208,38594,12323,13743,2252
42,0,47,35,383327,34298,5179,10845,10722,4490,3332,773
43,0,53,37,893572,581935,113546,34097,169755,39042,62264,6927
44,0,63,30,1465856,716326,251126,88770,53004,82247,15509,7466
45,0,51,48,1637877,50212,23687,8791,36776,10644,3239,1364
46,0,38,60,595623,49929,3985,5502,8585,10296,6806,1228
47,0,53,84,122718,29280,6987,25354,13384,14858,1933,1666
48,0,51,66,322249,115501,25962,26707,14509,2540,2610,411
49,0,44,63,627406,53721,3858,14372,17973,5970,2393,1312
50,0,60,57,843660,17502,10578,4449,15845,3962,3598,1763
51,0,56,35,2085297,340569,169797,51531,153180,23979,7603,5414
52,0,40,64,2078586,66545,4517,7335,25231,10095,3976,977
53,0,29,50,1229960,139410,9504,9822,12188,3854,4267,1564
54,0,29,29,1216001,61499,26288,5911,20003,3067,7488,700
55,0,27,44,103385,6506,2260,5925,12433,1756,909,906
56,0,57,37,438253,36645,30298,15787,12230,6442,5918,2214
57,0,74,53,707316,38678,9263,8129,12111,4097,3382,813
58,0,70,56,612718,94807,32443,5259,8943,5665,2757,1555
59,0,70,54,1523725,191256,48046,50666,46321,29598,18766,4990
60,0,70,54,717055,42135,4245,4501,1883,1909,739,190
61,26,53,50,401441,77117,10044,14548,16659,4879,1656,711
62,0,47,43,152315,149670,19459,14063,9183,8290,11423,912
63,0,43,47,879574,258012,63919,40484,60094,19664,9034,3039
64,0,51,48,1388474,60111,37318,24843,35380,13828,6366,2829
65,0,64,56,155744,9263,4789,3776,3837,1570,287,330
66,0,80,67,639636,42151,23212,21745,13983,9505,2287,949
67,0,91,74,563841,24141,12300,10062,5473,3411,1618,597
68,0,70,50,1677034,241128,39581,8227,21337,6552,3070,2046
69,0,56,43,445059,71933,3939,17575,19401,5604,1826,1451
70,0,44,40,625381,68396,16285,15907,40716,8939,1634,1402
71,0,34,38,224309,373638,64523,54413,33004,33111,10084,3351
72,0,50,60,25927,2432,1092,2096,3233,550,235,179
73,0,50,60,660248,42066,6438,4114,3476,2908,1125,1614
74,0,56,50,22817,8358,2320,2737,1615,518,297,58
75,0,56,29,151360,46628,9106,4208,3950,993,1421,687
76,0,44,34,564546,215126,23590,35161,32838,34040,6208,5963
77,0,56,37,787229,106716,58864,23518,56413,13832,5412,1800
78,0,54,47,542633,107830,29669,26280,5166,14018,1954,996
79,0,70,51,1399823,599450,373838,170542,86653,28534,20091,5019
80,0,74,56,269219,70190,9978,13096,16945,15916,7009,1555
81,0,84,67,455620,12097,22291,8505,11658,6845,2710,185
82,0,84,83,1103207,46907,20031,23145,34296,21223,3228,1434
83,0,75,100,1059461,54346,12615,20339,17638,6917,2719,1355
84,0,67,83,884544,522527,33512,49102,43953,30849,12236,5232
85,0,51,66,1734340,68250,16259,15347,11115,5338,1517,1973
86,0,56,63,743700,36856,13111,18587,9850,13774,2901,1233
87,0,56,56,1054777,108437,67151,15407,66254,8536,2356,632
88,0,66,48,1788127,62552,7069,14014,13205,2621,2504,1073
89,0,69,70,1269818,37417,19285,13197,6430,21052,15829,1630
90,0,56,51,1093421,58987,8385,17776,57835,3717,9731,1841
91,0,37,60,547655,49321,4916,7590,51136,5903,9843,5242
92,0,43,66,690898,32968,34424,5649,54382,3474,8661,1758
93,0,44,47,1395354,52065,21199,20352,21243,6967,16553,1677
94,0,29,50,373965,105327,4691,6198,13894,6645,16861,1362
95,0,57,47,1968021,28199,19608,26381,20387,5605,2658,1176
96,0,51,60,1063892,39218,6062,13255,21669,7406,7442,1505
97,0,44,67,1452551,42025,12925,13975,35825,9276,2961,1257
98,0,53,64,137871,28357,3068,2191,3835,1431,697,257
99,0,53,66,454401,9484,6759,8217,7802,1868,3460,498
