2.215,25,0,0,60884,17145,1609,10402,2426,1712,4653,1062
3.139,0,0,0,65745,9895,461,1370,3233,1972,410,411
4.114,0,0,0,1839999,1082112,252909,74498,47689,50857,23763,2479
5.077,0,40,53,1110948,16360,781,7225,7175,13103,2084,2751
6.089,0,44,67,19559,18864,6399,7343,5413,20809,5756,11475
7.113,0,57,78,14157,7518,18484,6098,33114,12218,9504,7418
8.073,0,61,96,13077,7039,4905,7967,16814,22896,4790,4078
9.073,0,56,100,31358,3732,2439,4761,10255,32338,18307,7119
10.090,0,34,100,101073,10305,250,998,2873,5969,3088,1263
11.066,0,27,100,29274,13763,8323,6221,8003,21992,15609,6176
12.112,0,38,100,65356,6930,12868,9741,10395,25537,10042,4042
13.061,0,34,94,6023,17075,4504,3288,9807,42139,14066,7153
14.087,0,50,100,5184,10169,4080,4506,8343,27504,11689,4692
15.104,0,56,96,39187,15916,14574,7200,9881,14026,10455,15658
16.078,0,35,88,76741,37041,975,6266,5598,11160,1895,1205
17.085,0,48,84,1145,6617,3052,5919,5919,20250,13804,7777
18.062,0,41,90,12944,13540,7701,5742,21504,78752,14266,7561
19.070,0,26,100,14142,11712,3490,12221,10813,57125,11287,11382
20.092,0,37,100,4191,28134,15916,8074,10998,58055,11156,6609
21.108,0,41,100,145181,88479,41903,16391,37731,37373,31673,6501
22.067,0,48,81,104362,21663,3779,1832,3027,3773,4079,3415
23.094,0,38,69,1244723,98485,13073,5026,30090,46628,12607,13034
24.091,0,23,60,479936,245121,15983,18828,54668,92036,14740,7684
25.071,0,17,63,23250,58352,9663,20249,20736,33161,32883,10754
26.112,0,38,60,24085,33051,24132,3034,2541,4983,2824,2253
27.114,0,60,61,81140,18115,16045,2731,4771,18924,3074,1773
28.070,0,60,61,2174011,75059,15466,16598,19973,6819,8296,1127
29.092,26,75,48,1003059,93349,12404,16012,12869,6832,1555,1956
30.100,0,64,34,1295055,210643,25872,8504,17021,11869,3115,1093
31.071,0,64,34,2106575,661333,176523,314134,206820,139198,34101,21566
32.090,26,64,34,1117574,36113,21334,7094,2621,5575,2380,905
33.080,26,63,27,322416,503037,219465,110228,28360,33146,29466,9554
34.059,0,69,13,1649779,134758,46793,72338,15090,16201,7383,2525
35.078,0,88,14,380959,46224,28232,21149,7545,6149,4027,1829
36.079,0,100,16,821973,318431,274980,441412,122173,81906,31616,5086
37.062,0,100,24,1356775,18673,15486,3760,7451,4991,2700,723
38.068,0,100,29,803599,1144530,324723,124092,118721,199262,17929,9963
39.094,0,83,34,211185,6000,1114,1252,1123,1060,371,156
40.064,0,50,34,626273,201953,12229,15456,5621,15276,4429,3694
41.054,0,30,21,545495,252510,12473,35695,29919,8283,4376,2961
42.076,0,40,16,233660,78126,30402,16683,6685,7417,2112,785
43.097,0,47,23,10795,34659,11898,16871,10766,16448,11462,5551
44.093,0,60,30,740891,251394,67796,61497,80294,72657,18057,13387
45.082,0,61,37,1310118,207510,35452,12482,8957,14956,11698,3746
46.147,0,61,41,1427449,74308,47872,11634,27800,16140,6890,4842
47.090,0,51,30,1965614,90121,13487,12128,10427,9317,7246,6580
48.111,0,50,34,307465,28064,4981,7006,4846,8593,4500,2523
49.079,0,44,41,772864,189535,25033,14531,51614,35062,6743,3319
50.103,0,43,38,872474,125369,21550,46678,21853,15382,8475,3381
51.109,0,51,43,775533,25638,5665,8903,7607,6365,1743,2018
52.089,0,30,44,255846,169573,14163,4771,26440,50403,15892,2726
53.056,0,50,40,87733,15852,3888,4832,1003,1921,1328,853
54.102,0,44,51,11982,34255,13908,12502,23275,21033,11514,16026
55.081,0,34,48,556846,57064,5932,9018,18154,8335,9904,3059
56.056,0,34,48,992925,15825,2672,3842,9516,1379,719,227
57.074,26,69,38,568961,97809,24475,93961,6240,14149,3297,659
58.146,0,60,41,268002,37743,7275,4012,10851,6832,8048,1960
59.095,0,54,40,1449915,123845,20437,16720,10639,44387,9948,4728
60.060,0,60,34,706637,76360,15115,8793,12117,5411,5087,2006
61.109,0,30,50,332491,88754,8370,15002,27486,61558,23578,4209
62.068,0,35,63,101556,4842,2164,1862,3388,7752,2450,1284
63.088,0,38,66,2984824,211641,94976,56926,115791,179626,16145,7379
64.081,0,41,75,1578333,47672,1188,24838,17033,11185,4502,4066
65.083,0,47,60,63773,50508,6235,6545,7605,4748,3559,3987
66.080,0,47,50,260580,101681,28820,8426,22328,32258,11084,4360
67.106,0,56,51,28811,9530,19652,10620,13663,23911,16614,2481
68.066,0,47,61,27810,9990,1882,1438,4905,7391,6397,3240
69.081,0,48,63,140778,80733,8732,10599,4183,9661,8026,2775
70.076,0,64,67,670654,30214,49665,24493,18731,46935,21494,7660
71.092,0,57,69,39995,23518,15802,18568,18371,41152,16569,4978
72.056,0,56,56,746120,70500,5742,5848,15416,8938,8474,3643
73.087,0,41,74,566860,53009,7445,2270,17243,54877,12357,21420
74.095,0,26,66,48207,73511,11627,20785,15369,20121,11242,6118
75.058,0,20,57,57615,157033,21041,34475,10962,43825,7946,13941
76.099,0,17,60,657600,550254,9739,56933,50025,88900,25524,5315
77.065,0,37,44,545812,29685,7121,5467,7584,4975,541,932
78.058,0,37,47,785628,112412,31110,10060,7917,31206,4498,6726
79.078,0,37,53,620774,61831,15272,19943,10396,45933,16759,9201
80.070,0,54,63,17707,14098,4723,8059,2174,14705,3134,2175
81.069,0,54,61,259100,350579,82395,44754,47411,50848,30343,14166
82.092,0,40,67,438217,78390,3672,7634,5694,39731,13857,16777
83.106,0,44,51,49387,107768,35656,24809,22440,9493,6267,5468
84.068,0,60,44,755621,18930,59702,16287,17887,19601,2112,5683
85.083,0,57,51,1274495,210304,64625,19295,39989,70281,39643,3614
86.102,0,74,51,793102,112699,29252,27565,10589,79941,29890,7429
87.076,0,53,53,168122,108969,5409,8481,8509,8643,6372,1406
88.066,0,21,60,149087,19766,2605,1856,4881,11698,6447,2680
89.078,0,16,66,156723,14616,799,5019,3973,11807,5994,2349
90.173,0,1,75,1198655,74877,3097,5363,15334,128234,46510,7328
91.069,0,16,83,26757,35414,7293,10156,2652,10809,8024,4506
92.083,0,34,83,116069,17819,7285,4712,2933,14061,8051,1531
93.099,0,47,77,137472,25810,13572,4008,5091,10970,5061,1932
94.145,0,53,75,12520,41423,2867,6969,17375,70606,22238,10022
95.107,0,43,83,104054,70940,19571,7605,36167,52624,23916,6553
96.175,0,27,84,67275,31310,3636,1495,6554,22645,6864,1857
97.094,0,20,81,2118713,778684,140483,71316,43982,149371,89926,22150
98.107,0,48,63,51883,6223,6876,2313,3058,2403,1075,294
99.082,0,43,56,1968498,349325,28429,48917,183209,102601,40307,9043
100.065,0,61,48,936773,52852,19987,17974,23532,17317,7061,2469
101.083,0,47,48,138526,67079,2260,2825,4104,11012,5032,820
102.098,0,37,47,906501,57113,7854,15794,2659,9139,4139,3143
103.099,0,43,61,30698,9414,4723,12089,20988,47688,14442,12180
104.075,0,35,69,565953,52972,22411,1035,11061,43567,20497,6571
105.093,0,54,69,673277,85636,16087,19257,25283,15900,26399,16280
106.087,0,47,87,23668,25559,3090,10685,13840,42829,21765,7605
107.113,0,47,66,184504,53792,13057,4052,4353,10730,4727,4969
108.108,0,48,74,35414,16679,10046,5886,8984,40491,12135,12326
109.073,0,41,81,1200790,123995,10132,18822,7567,59423,17579,7447
110.054,0,44,70,234314,25733,4944,3487,3657,12065,8472,5085
111.089,0,51,64,78981,218550,79356,32463,20573,16494,25314,9326
112.082,0,40,41,857839,488166,42014,8040,21214,35018,23565,13124
113.084,0,50,35,2748766,150202,13448,78811,47062,36694,10495,6861
114.092,0,48,29,983782,277746,43095,20981,39129,56744,14821,6052
115.109,0,30,37,346900,49389,1784,5913,19842,6658,6098,3224
116.094,0,44,48,61222,54085,19188,10124,31591,24939,30825,8706
117.107,0,44,44,533621,53647,27565,2474,4847,9171,7866,807
118.110,0,50,56,33414,17328,15603,2120,28815,25391,12073,3758
119.067,0,61,64,61318,11733,4701,1773,2646,7223,6642,1660
120.112,0,66,56,768871,236688,51299,83951,88668,35128,14405,8937
121.088,0,60,56,1540090,151631,25974,17664,19410,17023,2677,8451
122.071,0,66,37,847713,81672,41839,6466,10706,6654,5603,987
123.101,0,69,37,1092602,59146,43061,15311,43606,46104,8778,1645
124.070,0,64,30,164832,14711,2551,1961,1438,1046,932,420
125.064,0,53,38,701848,85446,1657,9092,10418,22498,12863,7401
126.088,0,51,43,2318974,587217,157575,124081,85814,74751,17779,13273
127.097,0,56,34,1458142,409006,264488,63319,54001,97364,34120,32086
128.061,0,69,41,15927,19308,13001,30412,25700,9794,12604,2622
129.072,0,77,37,246638,13998,2882,400,2253,2205,799,279
130.066,0,80,47,1376379,133405,98436,38696,72250,92511,26281,7173
131.124,0,60,38,1176630,800894,51376,54446,30875,41564,38860,18344
132.099,0,50,38,344928,58713,5586,24628,11901,13011,6465,4803
133.099,0,75,43,80007,109878,162126,179985,17914,92562,30724,11256
134.059,0,75,30,340344,17460,7489,3717,1727,1742,603,491
135.070,0,77,44,302241,464954,66612,35191,55058,184607,42660,22938
136.082,0,81,50,304701,121255,130820,41208,66521,82885,10640,9340
137.103,0,66,56,1218660,19041,22006,12541,45438,24589,5382,3759
138.054,0,60,75,67424,22523,4933,11926,7876,27882,10720,12714
139.081,0,75,67,312685,23114,10080,7492,2427,5503,2944,2343
140.089,0,74,66,674745,54521,9407,32956,11396,19588,12066,13398
141.057,0,70,57,179057,10373,1378,4794,2939,3158,2098,441
142.101,0,77,53,668013,53043,19001,29474,17010,32083,18236,6256
143.069,0,78,50,244824,42188,25235,15871,14556,8647,4091,3514
144.088,0,81,51,654194,78844,66834,17685,11248,39264,14463,6243
145.103,0,90,50,667755,62207,13659,77749,40832,21004,16783,6848
146.073,0,77,47,132934,90656,3773,14879,14049,25405,16785,6526
147.082,0,61,63,11137,6587,2509,1237,3581,9083,3102,2411
148.103,0,48,57,97333,155301,28556,11368,16128,26054,16199,4063
149.066,0,40,63,72880,33852,13401,4829,4567,13741,3759,767
150.091,0,44,53,1951695,297478,51284,16546,20387,20328,14482,6569
151.105,0,44,35,25917,44340,7177,3679,1362,5001,2170,4894
152.067,0,54,43,31440,15038,16362,4401,20628,15220,11187,9422
153.090,0,54,47,24817,27708,18347,8894,15060,23154,13638,2344
154.146,0,60,57,215055,119394,46959,8176,13565,33516,13611,1771
155.072,0,70,66,1137188,396389,270115,112480,21399,245380,46140,9608
156.087,0,80,57,2087277,159828,122528,108546,35952,52073,16619,4222
157.114,0,81,40,188691,34659,12412,5458,2346,1609,2372,702
158.073,0,61,38,502835,37815,1497,1103,5782,7285,5217,648
159.093,0,48,48,13877,9612,4964,2440,11717,23683,15860,9496
160.051,0,20,70,11648,5109,2831,2742,3398,62201,16240,4606
161.100,0,10,91,27611,21114,4057,6128,10058,21551,5218,6635
162.061,0,17,100,4543,15269,2157,5006,9084,35488,14960,4801
163.094,0,23,94,28860,22507,7386,7864,6943,26304,10061,3089
164.102,0,30,81,5764,24179,2767,5962,6321,28187,17049,3145
165.062,0,29,81,9361,28648,2072,7845,5137,25200,20224,5749
166.055,0,34,81,15129,10977,4898,2650,2755,36030,20226,2923
167.072,0,20,70,148426,102815,4702,6633,7993,15735,4129,2563
168.093,0,24,70,50355,25912,8275,7641,20163,27046,10574,6880
169.060,0,40,69,64395,20867,31559,6951,7415,31443,43246,11925
170.097,0,40,57,96688,25374,3569,1586,4187,9566,2059,1737
171.072,0,47,75,13102,11048,4754,6476,11126,39915,13889,8713
172.094,0,40,66,251285,184765,27501,4908,31460,42721,8332,4891
173.106,0,35,64,710137,39708,23972,34175,45059,41958,25611,10032
174.134,0,43,70,1286,26921,9886,14442,12254,45954,20485,3196
175.095,0,35,60,227567,56856,635,5802,6151,18881,13853,1611
176.111,0,44,64,372323,24911,7680,9638,21034,17007,10006,12046
177.075,0,34,57,849061,262223,34717,25209,23402,42928,20827,19976
178.093,0,27,51,39299,27791,6256,2358,9711,13493,5379,1333
179.085,0,27,50,1479300,250769,16694,13621,56633,60799,30166,35250
180.101,0,38,44,296443,5250,1951,3943,1048,2515,993,466
181.072,0,44,50,73718,18300,3056,4997,2394,7129,6622,1560
182.082,0,47,47,197588,15438,4287,1471,8243,4511,5370,780
183.107,0,51,48,55665,70623,8398,6280,23947,24667,20723,2956
184.069,0,43,51,34429,39298,14736,9463,5652,22582,7297,6360
185.079,0,50,57,118515,6292,8957,9890,15390,19264,8694,11127
186.118,0,60,57,12877,23456,11269,16117,14883,11957,2662,1400
187.068,0,70,51,504586,25991,9913,2287,6609,3384,1482,467
188.091,0,75,43,230850,104854,17268,47910,9059,17517,8554,7505
189.105,0,60,24,987670,454165,27204,47868,50203,27669,15889,7048
190.062,0,38,16,1203779,288557,14325,11009,45802,20776,11188,1837
191.083,0,51,17,425137,10971,11442,9349,4125,3607,2934,720
192.102,0,60,23,263374,8111,8100,8183,2581,5616,10655,5486
193.066,0,67,38,23932,51302,24519,1273,7611,38146,30851,7326
194.090,0,78,50,993631,41804,6929,6959,12622,19823,12018,1179
195.112,0,78,50,575600,52462,4168,1259,2019,1504,645,369
196.079,26,57,54,49428,19525,2874,2317,2098,5677,2862,635
197.093,0,50,57,515162,41243,24265,13110,3660,35178,8113,7046
198.112,0,47,47,780688,125443,21316,8515,13279,11915,2500,2179
199.076,0,34,34,179112,153878,5398,4585,5009,8347,11974,3097
200.088,0,41,35,266357,27075,14667,558,3158,10458,5368,7386
201.104,0,34,26,329858,49773,5057,10339,5325,10136,5532,2426
202.075,0,44,30,447214,42217,25859,15068,11392,13629,20067,8426
203.062,0,60,44,60316,25592,5628,2525,2587,11655,3415,1276
204.086,0,53,56,10139,3263,3380,9060,31527,28144,11082,2143
205.099,0,63,64,173067,12730,7782,20045,11131,19620,8407,10606
206.064,0,53,69,391338,27473,7749,2116,2870,13593,4784,2284
207.073,0,56,70,174385,67158,10235,38356,39299,51391,19251,13242
208.081,0,60,44,1101098,142542,28077,10428,4704,5598,5027,789
209.092,0,48,29,265785,35910,9347,573,5016,2382,4993,1560
210.060,0,38,37,18586,22188,777,5699,15966,28030,8516,4876
211.067,0,30,27,24314,92329,6770,12747,3601,13341,9419,3721
212.073,0,34,48,118109,4620,1534,2132,4991,4617,2594,1202
213.086,0,35,56,41387,55484,9191,16809,24501,15848,3762,2488
214.098,0,38,51,5994,63977,7271,6325,13255,32118,9670,3135
215.086,0,35,61,15086,29760,922,5431,5687,17375,7466,2591
216.056,0,24,54,25462,48868,2505,5209,10641,13126,12842,1812
217.079,0,35,53,20183,65126,17959,37456,5628,17304,7166,4503
218.118,0,27,44,53418,62957,1746,4500,16319,11154,5321,2232
219.055,0,34,35,32035,64385,9715,6882,16580,8228,7725,2305
220.104,0,37,34,15535,83223,2973,12158,13421,15577,6168,4251
221.089,0,26,34,72306,75745,6330,20857,9144,13819,12464,2228
222.057,0,41,35,16818,44244,4608,16460,23363,13347,16145,2624
223.075,0,34,47,10980,18932,1453,3340,12224,15130,8447,6943
224.099,0,38,38,74533,102878,18811,7305,15175,5473,4124,930
225.056,0,47,34,26108,18521,10177,3298,2980,2782,2093,975
226.084,0,51,29,72096,85205,17223,26422,4679,16142,5229,2567
227.097,0,77,16,35535,36687,9562,41481,5761,7162,2178,3444
228.057,0,90,27,1337071,72008,50251,34723,34605,34384,11820,1622
229.168,0,91,27,97564,11732,7304,3511,2343,1855,991,499
230.073,0,81,17,510399,174432,26229,12533,26367,6335,9431,7375
231.088,0,60,21,82048,98998,15121,4649,17451,15064,10342,2384
232.111,0,64,20,1217665,26102,94457,53260,90216,34570,21365,21175
233.070,0,61,16,645625,72759,22152,10989,3398,4856,8421,1700
234.066,0,64,26,473618,38527,11064,3775,8835,7055,1420,681
235.085,0,77,23,1522172,97661,24640,17322,7305,9679,5516,3239
236.072,0,74,26,94947,6607,9634,6372,5833,8132,2081,921
237.091,0,78,26,1022290,32724,16807,14027,9926,2957,2691,1400
238.087,0,77,26,14780,59848,14824,7399,19646,11930,5274,1346
239.089,0,74,34,552242,128556,30097,23315,23166,29205,7037,2822
240.085,0,60,26,211412,90441,13908,14109,18448,18018,4169,2439
241.053,0,50,35,145110,41431,18106,6217,21387,10510,4194,1823
242.073,0,69,40,55503,10800,36227,31309,18218,24969,18284,2746
243.079,0,67,27,210894,44827,2359,8263,2061,1600,928,489
244.054,0,70,24,69844,79800,9368,22751,18207,9787,5738,6352
245.128,0,77,24,751676,41636,6783,22511,8521,11235,6068,916
246.089,0,67,11,1274508,71116,33983,15576,4840,5421,2281,822
247.084,0,60,20,148939,7695,623,455,1328,803,298,165
248.070,0,74,17,22773,14239,12352,6382,7447,2368,1700,288
249.078,0,57,20,72026,92629,3106,14622,10856,19385,13063,7610
250.053,0,43,37,130300,26604,13940,1480,45864,20770,6196,4091
251.069,0,50,35,1984348,212115,21053,34164,29733,19611,4423,3756
252.088,0,37,54,36819,6544,6965,1473,10168,16485,7941,935
253.090,0,51,57,16789,17779,3128,16012,8321,11485,4949,4060
254.068,0,48,44,98105,54931,3986,5996,4401,3666,674,395
255.077,0,63,50,63796,32441,13926,36853,18701,13559,5829,1554
256.084,0,66,41,28445,21011,8296,3247,3057,11868,7184,3807
257.111,0,51,38,4928,48292,2639,7698,10495,10997,7001,3977
258.097,0,64,48,14828,22478,10447,9577,10832,10522,4773,4775
259.108,0,43,56,78827,26520,4639,1191,6613,16735,6108,6408
260.070,0,40,50,670434,102060,14314,29650,55373,20160,10367,4545
261.091,0,37,43,2145477,419812,24222,32064,46061,34835,34320,4981
262.060,0,17,50,64278,24335,1858,3232,14027,18048,10257,6238
263.068,0,37,40,306208,48048,23489,19865,10134,12746,11188,4283
264.100,0,43,43,109522,100440,22410,46956,36998,33648,26273,12368
265.062,0,47,47,507375,64668,5048,6585,5109,9904,4270,1691
266.053,0,48,38,377853,84863,8943,3070,8313,14447,4021,5654
267.077,0,48,41,164327,31028,22284,21945,28721,20323,14267,3704
268.101,0,35,26,1029572,233884,887,32163,7401,6201,666,451
269.054,0,41,29,658557,71151,20601,5387,8125,20310,8190,2296
270.108,0,64,21,1424641,94301,49924,54084,12289,8828,19679,1566
271.116,0,64,20,912846,121916,79766,33640,34463,48145,13993,2515
272.083,0,67,27,97478,100723,20374,4044,14042,9900,7241,5287
273.100,0,80,30,48814,16238,25684,6311,11438,18216,5938,4374
274.079,0,74,35,46652,51665,17844,12267,3089,5795,3361,1113
275.084,0,69,27,70530,20970,3316,6689,976,2044,2331,550
276.108,0,75,40,16552,27472,5626,9000,8423,17668,4483,3139
277.090,0,57,35,55655,45341,2514,8136,8504,11617,11988,4294
278.069,0,50,41,131096,18590,3462,2781,5317,4188,2264,529
279.090,0,48,53,27466,41618,20826,6760,8434,27182,12105,7985
280.102,0,48,51,9272,41525,15243,6471,6823,20980,7196,5011
281.070,0,51,44,297179,44472,4407,8833,5041,4746,1575,773
282.086,0,57,48,16937,19812,1833,13815,14449,9989,3168,7380
283.102,0,51,47,27236,16490,1129,4289,2304,6672,2457,798
284.072,0,47,27,808835,700822,117689,16291,12850,15884,11594,3961
