2019-11-14 03:34:44.827369
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,1,0,0,0,0,1,0,0
3,25,0,0,488509,48922,11022,3846,3764,937,314,1441
4,25,0,0,10660,3999,290,1450,406,179,199,88
5,0,0,0,696870,273617,67425,1749,7167,22418,4182,633
6,0,0,0,312046,72116,26296,16201,9811,7326,5467,1051
7,29,0,0,1957891,104540,27476,25437,20898,17173,5042,3645
8,0,35,51,570833,40203,2197,11923,4342,12038,1558,1012
9,0,20,40,442891,523833,79116,42981,63673,13090,8802,3736
10,0,43,40,1935361,138537,100844,35310,14484,21298,6933,3472
11,0,30,26,316396,154643,17674,20707,15814,3545,5164,1568
12,0,24,4,880988,330899,37092,45481,46941,12250,11955,4796
13,0,41,14,20907,8485,2752,1100,2044,604,710,384
14,0,24,14,199953,39079,10374,16110,10009,5131,3700,1639
15,0,29,11,3447425,498644,112835,34730,39533,9881,8916,5744
16,0,47,21,1062059,160954,26784,61893,29153,16399,22139,1532
17,0,27,29,365970,98740,13618,9265,7247,12235,4924,639
18,0,43,35,563405,72684,36552,85963,19931,23095,13713,3675
19,0,50,48,975730,155610,27533,30654,12018,11407,9291,2156
20,0,26,43,912928,257656,4039,32917,31005,12427,11945,2596
21,0,43,35,1358112,182238,38734,30645,21391,11035,11325,3242
22,0,43,35,1915546,316092,73925,28276,29887,35871,11615,10853
23,26,3,29,403717,46068,1458,5825,3759,5051,1294,811
24,0,14,48,1370149,51303,37398,38826,53777,30736,17264,3626
25,0,37,51,74339,84773,9885,24040,10786,7963,2788,806
26,0,50,61,3062930,141336,37993,98509,60411,26060,47325,3761
27,0,66,54,1315404,182397,67574,4684,40630,13180,20180,1647
28,0,37,48,953920,69758,4540,2933,11208,11006,7089,561
29,0,44,50,152827,14027,3277,7501,7132,2249,699,284
30,0,38,37,546515,379812,66954,74894,25067,14211,17854,8922
31,0,44,43,984348,87850,10809,23912,11390,11157,1480,1585
32,0,87,35,1810287,45132,59465,85301,103140,12273,8504,3925
33,0,80,23,293706,110212,23911,28975,43287,4551,5520,1262
34,0,69,27,406801,57984,6975,8773,27446,3258,5959,641
35,0,56,27,579993,262177,25991,24276,55602,27384,9005,3194
36,0,14,29,528338,46141,3006,1790,7831,3797,6459,624
37,0,24,41,979942,30874,24022,9995,24895,5144,1933,937
38,0,24,41,1918008,76436,19921,5300,44796,10151,3496,1294
39,26,44,57,96464,3768,4602,966,2841,1827,644,171
40,0,61,56,209871,55148,11449,17562,10921,6694,2115,916
41,0,84,47,1510485,83674,15879,11312,5710,3305,1500,2549
42,0,91,48,171411,23084,23570,11339,5147,6121,2934,305
43,0,64,41,1031927,239004,10400,28120,35155,28983,5666,2146
44,0,78,40,689463,21032,60960,10230,11464,6509,3669,569
45,0,83,51,830566,112833,47964,48714,15515,15468,8504,3800
46,0,63,40,1361274,57438,20634,5268,4998,2946,1598,551
47,0,60,23,1074014,120763,5927,8546,9067,3275,1308,1390
48,0,23,21,83262,62021,3130,5279,5847,4185,1654,1014
49,0,13,16,349767,19686,7107,3050,9258,1529,1233,545
50,0,23,26,1752655,73765,30202,35877,7651,13053,3024,1402
51,0,27,30,768205,167929,14820,16598,26535,6724,4431,3274
52,0,47,34,999977,45870,14332,10968,5301,4710,986,1233
53,0,60,43,734299,7284,10806,9182,11241,3607,1121,385
54,0,56,50,2936052,110298,88734,9784,29325,30009,8747,3635
55,0,61,47,2150957,369486,11637,89031,13917,14137,7728,4510
56,0,66,54,1089344,45811,41442,19496,31589,16221,1959,1861
57,0,35,48,827456,23962,718,2543,9051,1924,1113,751
58,0,35,48,80541,3804,932,3402,2430,1121,461,135
59,0,51,56,1106056,65114,72244,18514,36569,9873,8050,6852
60,0,43,51,43847,3886,2018,377,2176,606,160,182
61,0,51,34,524249,214422,28707,8595,23125,2376,1997,2001
62,0,34,13,2941315,165578,4490,20332,11333,3162,5319,3951
63,0,27,20,614085,15427,5219,8860,7190,3193,1783,1242
64,0,26,4,367085,170847,44827,13146,8138,4409,1935,1600
65,0,34,23,644884,142029,33674,14714,15328,9233,6336,4492
66,0,53,41,1638328,242353,97949,101610,42324,41277,53383,6675
67,0,61,40,690035,59370,53771,66869,47476,15849,12723,2132
68,0,48,35,367347,515791,50195,17829,9063,6882,2998,3814
69,0,57,34,553894,126528,48188,34190,9620,8399,3325,4549
70,0,47,21,90403,45533,9011,3428,2706,1918,1064,370
71,0,30,16,2188767,208493,63137,31198,20575,19039,4075,4179
72,0,30,16,1378387,55596,10475,42888,8004,5721,2203,3207
73,26,54,34,1552580,166807,62725,69199,14187,18097,8953,3423
74,0,47,37,647067,50643,6076,13183,6307,4529,752,1451
75,0,30,29,405230,354631,15587,7920,13160,6541,3032,1671
76,0,41,26,590851,59943,42905,10159,12641,5096,6199,1066
77,0,17,26,162824,42712,1376,3666,1240,2419,1285,326
78,0,11,7,669843,173677,7365,18258,10468,1570,1186,434
79,0,30,7,2313011,806670,243441,15798,43269,17915,10513,4512
80,0,3,1,840534,316245,11484,12972,3669,2332,3036,1512
81,0,11,1,261765,29472,5307,1175,705,653,173,381
82,0,14,1,415232,113176,16167,7231,3728,6010,2620,722
83,0,23,10,708548,67359,25973,20988,2850,5623,1612,876
84,0,48,29,2160468,440461,63497,215847,111044,35836,33750,4629
85,0,50,26,192882,63548,12474,3240,1588,1016,1161,736
86,0,43,11,137804,348162,24936,9044,8946,3273,2626,553
87,0,30,7,502710,159319,38205,1264,5049,5970,4748,1037
88,0,14,1,1005716,894090,78132,64635,20603,12217,5855,6593
89,0,11,1,1155987,133485,14798,9526,8292,2512,2629,1081
90,0,41,1,1061825,51039,51193,29299,10760,3187,2766,1409
91,0,51,1,136702,18027,5482,6568,3879,661,354,288
92,0,57,17,356667,108436,10057,22039,7532,9011,3266,1265
93,0,70,30,716460,251871,98990,40967,21346,22165,6462,2066
94,0,77,43,182767,18904,43127,5946,3407,5315,2301,287
95,0,64,43,1870030,219926,43484,11906,24705,6285,3204,1178
96,0,67,30,650727,232852,58598,30817,8066,6386,7306,2079
97,0,61,23,817120,432301,90031,40363,21955,13361,7289,3984
98,0,44,11,1302532,508069,117916,140395,30322,15543,19963,3233
99,0,56,21,453911,46581,3677,25240,4811,4828,1354,489
100,0,77,35,105522,2071,3003,3797,1685,679,272,65
101,0,90,38,876311,64017,38762,19707,12687,4072,3216,1234
102,0,78,41,1331560,843646,76852,76543,31552,35508,6682,4039
103,0,77,37,3330268,145979,32503,44977,7207,8470,5707,2943
104,0,48,26,1169312,109788,15547,2660,5496,3239,2606,1485
105,0,48,34,1487617,118753,103656,45965,61290,19319,15110,6224
106,0,57,50,990155,20572,4153,7891,2882,6431,2135,913
107,0,51,48,1333488,194872,34959,28353,8703,9079,8026,2185
108,0,51,48,1622841,112298,12926,7213,7297,8691,1579,811
109,26,66,53,247442,88613,31046,15400,6980,5348,6173,3394
110,0,61,56,557194,26618,7561,9389,2453,4386,1719,1084
111,0,63,24,743433,78644,36217,3687,4534,916,1326,975
112,0,69,24,1639174,338267,166790,70769,41487,17219,5357,3667
113,0,81,24,462886,24246,12903,19814,3671,2145,1359,614
114,0,75,11,1888385,186523,26471,32651,3821,7101,5131,1729
115,0,74,26,1041394,83012,11266,27936,3206,3968,7665,2285
116,0,44,17,169356,113704,1832,4537,1514,1606,856,478
117,0,27,16,277919,50897,2147,11370,2886,2371,1102,715
118,0,29,13,631091,365635,70486,46105,39719,10229,8454,1899
