2019-11-14 03:48:10.151804
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,51,0,0,1340666,229914,25370,89146,72925,150429,20999,23767
3,51,0,0,865373,547389,142507,319923,544657,566308,442948,170639
4,51,0,0,212567,112366,5349,21786,47953,20283,5596,7614
5,51,0,0,192212,165194,50896,99354,76318,124893,94546,41216
6,51,0,0,832548,286666,109482,114463,199693,145625,132768,120039
7,51,0,0,26511,65206,19506,35395,48856,21930,31394,56971
8,51,0,0,1940585,382706,185405,131526,156155,104964,49567,40251
9,51,0,0,1460838,363998,35429,125029,327470,169101,79407,104537
10,51,0,0,1932994,452463,329582,420109,108626,293825,276088,143666
11,51,0,0,1704174,167546,54198,103342,15834,87405,84273,39576
12,51,0,0,1301422,107748,51255,19193,38445,43623,70422,40133
13,51,0,0,1306297,126024,34128,53613,24620,29661,15704,21553
14,51,0,0,1450553,317783,112950,72767,24583,51039,91710,50653
15,51,0,0,1017154,625086,114426,195198,271719,460048,192208,163562
16,51,0,0,864460,89438,164792,112315,36351,71027,61617,20897
17,51,0,0,320324,166258,31831,60907,36610,169284,38372,31918
18,51,0,0,110452,43538,2167,10074,10665,25246,4847,10568
19,26,0,0,350816,51311,43890,126609,113454,71074,144291,94938
20,26,0,0,981350,66435,8485,8162,41336,43351,29289,35278
21,51,0,0,861448,340482,201208,37421,329419,278543,199518,55246
22,51,0,0,1129991,869695,160554,57597,146972,83445,21742,17113
23,51,0,0,1761755,260807,84759,62624,23962,166158,162450,155677
24,51,0,0,721441,20149,15303,25595,16662,41679,30838,5682
25,25,0,0,937574,17373,4104,2898,13688,18475,37892,8890
26,26,0,0,1325898,27088,7537,15674,45878,32586,38341,24663
27,26,0,0,1350679,150361,23384,31578,28258,74398,118693,30627
28,26,0,0,738547,12782,3057,3320,7221,12088,12156,13105
29,26,0,0,763556,42084,14833,9785,11692,30312,29333,19381
30,26,0,0,98534,9064,382,2947,5120,13505,11587,2046
31,26,0,0,2003494,50651,5121,10378,37328,18667,19992,5905
32,26,0,0,1234595,5692,6667,6412,10295,12610,3610,1452
33,26,0,0,655787,18162,6132,6483,16878,23527,7306,3150
34,26,0,0,140063,5421,1467,425,4348,11017,14670,1447
35,26,0,0,1708554,17477,1507,5501,13399,40151,45009,15834
36,26,0,0,1377553,7321,2123,3177,10485,31198,1284,752
37,26,0,0,538065,8617,646,997,16656,13400,3186,462
38,26,0,0,764691,54017,7589,2438,11206,8169,5852,2876
39,0,0,0,606245,263233,47302,6301,35574,7915,6563,1176
40,0,0,0,684300,28842,13270,9365,17901,7954,4463,648
41,26,0,0,679606,35407,8574,7110,21815,19764,2222,1354
42,0,54,37,373022,80292,16312,14775,7495,5825,2906,2730
43,0,57,30,1309022,346563,65942,19026,24391,16578,10905,2655
44,0,63,29,926024,279203,48253,36155,78185,19548,7675,1111
45,0,87,34,929573,100178,41293,67581,63678,21839,4074,3588
46,0,91,35,186947,37066,9889,13068,4974,3856,1588,913
47,0,100,47,2573485,81734,14051,59416,12372,24641,8022,1705
48,0,100,47,1406694,72641,59326,24479,16122,7934,2078,1922
49,0,100,38,955522,55237,42652,20838,4147,5021,2110,1941
50,0,100,27,2001792,752048,561762,118387,71337,24769,12623,7187
51,0,100,21,1434671,206402,30208,37238,33307,22076,5073,1637
52,0,83,26,214113,24276,7324,4897,18354,3187,1809,687
53,0,83,26,474152,68952,203681,33488,21828,13702,4928,685
54,0,57,29,545405,23909,2438,6882,8225,972,1104,183
55,0,63,34,1583789,22652,5854,14779,8859,4923,2391,771
56,0,63,30,249301,20441,6253,3807,4521,2032,550,581
57,0,38,38,1147973,479024,104869,87312,32721,76008,17502,12952
58,0,38,38,624085,201124,44499,16937,8672,6944,5618,1114
59,0,20,37,1152512,217600,27495,6753,8508,26199,20726,3765
60,0,10,37,1412600,62621,1751,10128,2546,5842,1167,798
61,0,1,35,451569,60584,4475,8586,37033,6225,3104,7519
62,0,1,30,368217,48126,3060,3974,7726,940,953,390
63,0,1,23,162520,220027,29182,25956,19517,8699,3851,4376
64,0,1,26,1867392,337800,95525,14498,33114,52224,6784,2116
65,0,1,34,114895,7764,332,911,925,1804,2007,1241
66,0,8,47,116516,108449,27254,15347,10788,13774,1780,1226
67,0,10,48,787627,287109,27864,46307,37026,12907,5608,3386
68,0,26,48,49107,3085,4602,1707,1903,1192,545,766
69,0,30,41,1249144,46609,4937,5828,8623,5198,2602,702
70,0,38,27,1002712,188418,56857,42358,31481,5621,3301,1191
71,0,38,27,1161909,293875,87398,145818,75665,75135,17981,16917
72,26,38,27,715867,91663,27334,56049,20443,36602,4474,4392
73,51,38,27,81254,38601,4938,5488,4678,2202,2137,149
74,25,41,40,1392807,138337,26984,41293,73923,30289,2870,3777
75,0,41,40,164549,12546,3433,4841,2991,2282,327,277
76,26,35,40,98912,16194,6024,7568,3747,3481,714,261
77,0,43,40,1721474,170541,41211,25919,14032,21827,11695,2036
78,0,40,56,137377,23267,2378,16842,21634,6902,1631,1397
79,0,47,48,540839,25656,792,20341,15326,2267,2808,1315
80,0,47,48,3124081,130445,36314,159442,108364,72111,10537,3947
81,26,48,41,1337243,55473,47780,1845,17836,5186,1520,723
82,0,47,48,295267,26993,8153,12989,32297,10205,2633,1461
83,0,43,43,49367,17649,2557,3749,1282,1798,706,306
84,0,44,44,912516,19737,11200,5420,8107,1964,2449,243
85,0,40,44,47098,8995,1791,5436,6367,937,1444,739
86,0,44,37,1237271,122887,36302,22411,9438,12302,6135,942
87,0,60,41,1059487,25009,31239,31896,32186,12901,4475,3792
88,0,60,41,871036,28614,16170,5621,2423,3234,3067,453
89,26,60,41,857217,59081,46792,17471,6508,6041,3462,3405
90,26,60,41,268881,40696,9120,19094,18317,12266,12515,3934
91,51,60,41,1411143,215043,130669,146476,155030,53371,24149,9276
92,26,60,41,331335,29063,4622,880,13894,2968,1537,835
93,26,60,41,1115637,1386087,277598,234216,117802,154180,29475,19486
94,26,60,41,1247972,26593,36892,16152,13312,6042,1755,421
95,26,44,30,892527,432959,8227,77128,18157,10238,6329,1888
96,0,38,34,211580,30727,2340,9518,3305,2914,2367,926
97,0,35,29,782731,114678,23419,14676,6647,7269,5304,1822
98,0,17,23,737596,28323,4529,4345,5792,2175,1488,631
99,0,17,35,269824,15837,2349,1697,3249,1513,726,453
