2019-11-21 03:37:53.409637
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,78,0,0,532,172,118,46,50,37,19,29
3,25,0,0,293558,141960,42785,21306,23063,12122,2118,1412
4,0,0,0,588214,22181,4650,8475,20798,20186,13671,18587
5,26,0,0,1175049,483326,692952,171914,227317,122868,51281,9889
6,26,0,0,1797902,36295,11037,3540,8296,11296,3237,1524
7,0,0,0,326401,24740,62935,15472,32478,7075,2545,1466
8,0,0,0,781636,361628,117815,70505,61576,44496,22734,2325
9,51,0,0,775065,59086,20028,19092,8160,2353,709,247
10,51,30,41,690503,36733,4527,12169,38308,6655,1916,1673
11,0,43,44,107270,4014,3548,2804,1163,1161,557,143
12,0,43,44,1488467,27529,51911,23465,51036,22317,4009,1367
13,26,48,47,569586,26991,25185,4950,18283,6512,1134,846
14,0,47,27,729372,66303,17445,11458,11989,1725,1734,987
15,0,47,27,402477,36911,63276,18847,13031,12454,1984,369
16,26,47,27,960972,37809,13545,58889,13883,20227,2191,1244
17,51,47,27,1505277,1401217,221897,265586,167554,101474,55150,32389
18,51,47,27,1134692,156558,35087,38374,54949,52295,16791,12941
19,51,47,27,821525,33926,817,7710,15014,2763,3326,680
20,26,47,27,1394117,111276,14259,26859,40937,18168,6032,1987
21,25,51,41,2126473,177261,64100,51557,113463,63244,18727,9028
22,0,34,44,2088986,36636,2994,19157,41891,7556,3611,1044
23,0,16,57,963595,28269,4693,9228,38790,10081,3130,893
24,0,24,78,199465,7868,5659,3168,3060,1543,742,351
25,0,23,57,247957,80813,7441,22992,19446,5298,5324,1381
26,0,27,57,850854,93084,20259,38535,54974,19769,15347,3143
27,0,27,57,607969,127240,85617,16321,64932,49848,62358,18787
28,51,37,56,873608,248568,65580,58225,70086,69832,14567,15451
29,0,37,56,502857,249497,24215,38163,14421,28301,15905,2643
30,26,37,56,62079,39551,930,4504,5310,3062,2281,478
31,26,14,77,1597222,12125,5180,6949,45511,29915,9351,1395
32,0,14,77,928433,10009,1309,5004,11597,5876,2687,592
33,26,14,77,939580,97451,12401,5922,9778,7208,1573,400
34,26,14,77,164907,25826,9275,27429,26604,8158,2430,2172
35,26,14,77,1749074,48433,29848,49018,79700,12878,10312,3515
36,26,17,77,1103562,71165,20761,21385,33607,7048,32801,2276
37,0,17,77,3355809,7088,10919,7264,24854,8605,20441,2426
38,26,20,66,743585,32055,3440,15286,16078,4963,6759,1090
39,0,29,47,896688,46647,20404,20855,5317,4894,16958,1352
40,0,38,29,1895842,12764,13160,2736,40189,6474,5493,920
41,0,44,40,1835040,29196,6806,25546,16799,9620,4888,2712
42,0,44,40,2753460,638861,168776,7634,69749,44064,74436,33175
43,26,44,40,1164461,210427,57538,7954,23941,19293,15556,16718
44,51,44,40,552926,215020,104583,100150,113892,256197,75807,96243
45,51,44,40,216873,58743,64022,16843,36934,20940,7292,1400
46,26,44,40,792347,34269,40125,41655,58613,50368,4935,1549
47,26,44,40,54012,14805,8041,4397,5050,3436,1991,480
48,51,44,40,1774843,9305,4615,31430,84957,252008,50161,15919
49,26,44,40,1570574,115677,1040,64379,27167,28134,4637,1966
50,26,44,40,715313,131541,69112,34011,24887,26701,17751,2816
