2019-11-20 22:42:45.429103
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,553901,168532,52104,21450,60947,38858,10845,4426
3,25,0,0,1538083,443606,501930,339823,650297,331717,84027,94507
4,51,0,0,2228188,297186,27433,11619,47411,11286,7906,1969
5,0,0,0,263970,108488,9714,13453,10373,8845,3307,414
6,0,0,0,377582,172449,87688,48769,28312,24698,9382,1402
7,0,0,0,916588,18599,12940,4283,5657,6177,738,300
8,26,53,51,2128665,44552,74958,38027,40829,28718,2272,2358
9,0,63,50,244945,213339,118846,86989,31381,21082,12312,7996
10,0,64,47,1654136,167994,36756,21588,19292,11969,3459,1516
11,0,81,30,1194313,136578,217503,24924,24943,7148,5195,2246
12,0,70,21,756355,35488,8868,7246,4327,4124,432,407
13,0,64,16,805687,33375,9310,4945,5259,1697,395,290
14,0,61,30,1161860,497603,90300,43677,96706,106726,18781,11847
15,0,61,30,545236,113272,5406,11472,5411,6739,2239,547
16,26,61,30,1945915,529497,109966,98892,22335,19441,8540,5135
17,26,61,30,982025,683680,108296,335170,294147,153920,27548,22871
18,51,51,53,2617476,131208,65684,32670,32997,25602,8979,4106
19,0,51,53,1521607,207135,84407,75917,92489,36121,8458,4948
20,51,51,53,601791,26866,4875,3101,2707,2466,511,249
21,25,51,48,431958,14349,4350,2628,4755,1289,1048,434
22,0,57,57,1336647,96429,76542,31385,24517,15896,2610,1174
23,0,60,27,521616,259017,29747,36134,4057,3711,6898,3442
24,0,56,4,457307,40677,11756,5778,7797,816,1694,386
25,0,51,4,1931677,106848,29958,2512,19515,7729,2876,2331
26,0,41,1,1353091,18627,2347,5322,5595,877,726,400
27,0,41,1,1383117,333007,104728,49442,80976,54784,29065,10845
28,26,41,1,2060651,186725,24791,42658,56237,37814,9608,6194
29,51,41,1,772149,287992,34763,86508,57702,51939,20714,7327
30,51,53,21,1005832,12834,10218,5009,5866,3324,1582,499
31,0,53,21,3004737,17920,30513,25998,16794,14294,5415,1199
32,51,53,21,1742190,237573,96453,110251,112083,99038,20464,6647
33,51,53,21,2029270,892339,133266,199514,19863,164543,25928,9598
34,51,53,21,1262635,52356,53230,37461,12363,34036,8100,6586
35,51,53,21,2449344,402157,73204,118547,151678,130066,19348,18312
36,51,53,35,268566,53016,9924,12802,3277,3566,1717,448
37,0,53,54,1289697,124737,31362,6287,10531,49805,11062,9523
38,0,53,54,1578336,74826,9994,32639,51307,26146,14324,3193
39,26,53,54,827684,64567,12785,7115,5023,3351,2122,1290
40,26,53,54,988658,34665,18064,59034,16231,16141,5994,2224
41,51,53,54,652888,88152,18443,11489,17195,22866,4592,2932
42,26,53,54,152214,83933,32111,8644,49512,10762,2028,2724
43,26,53,54,441143,266894,13503,42344,19882,52488,34528,42034
44,26,53,54,1510711,168019,28851,48929,51472,43128,11278,9765
45,26,53,54,1025669,27220,7698,2804,6026,1462,528,285
46,26,56,66,878257,30042,10238,6916,9056,4234,1357,1319
47,0,44,64,763077,10932,1809,2591,9834,1511,770,382
48,0,41,70,159735,25392,3492,7458,6504,2588,762,561
49,0,41,70,830697,157554,38963,76707,64205,43898,18511,6989
50,51,41,70,1822222,100787,63327,22968,22006,47003,36983,18703
51,51,41,60,623587,224641,28067,32923,34795,31719,5151,7797
52,0,41,60,217759,89901,27910,16604,10186,25034,34530,15128
53,51,41,60,1133175,145285,8338,13532,11294,23160,26252,11048
54,51,41,60,55776,12430,2959,751,2257,2056,2693,1664
55,51,41,60,203305,80974,5339,35027,20902,30259,12380,5100
56,51,41,60,264383,40264,5108,10078,5594,5319,1413,435
57,51,41,60,922979,78501,18831,6939,11909,6383,4255,1116
58,26,43,64,1264747,54760,24691,9938,5347,12883,3569,705
59,0,43,64,1361204,121793,16987,38267,7199,10073,2744,1613
60,26,43,64,1452919,79953,17187,12542,33932,12463,6876,2471
61,26,43,64,631189,161927,26933,26884,13987,17759,3550,991
62,26,43,64,306589,23971,18527,6943,2743,5753,1078,516
63,26,56,60,2521747,118879,150306,23022,89897,17079,7442,2857
64,0,56,60,546555,39586,13268,26703,15903,19179,3018,2339
65,51,50,69,220208,6761,958,965,4040,1712,236,120
66,0,53,54,53196,20849,2093,4198,554,813,965,237
67,0,53,54,865622,26113,23266,17941,5561,4038,4288,2047
68,25,53,54,349948,7018,2045,1937,1395,674,144,100
69,26,57,54,588058,15083,12913,7030,3591,6115,1681,134
70,0,53,51,1599316,99083,18507,35625,13240,6798,5287,1159
71,0,57,29,94968,28440,5824,2687,3004,1190,422,409
72,0,53,21,1931339,329606,40795,18651,18082,3785,4802,1580
73,0,38,1,797108,285899,45608,24914,69897,6616,3459,1434
74,0,38,1,1350941,11828,3184,3629,5217,4109,791,209
75,26,20,1,544528,66907,2016,3484,2457,1581,492,369
76,0,23,1,2297956,31234,9412,7746,19234,3115,4983,2767
77,0,14,13,374913,31638,2311,787,5152,1131,525,1195
78,0,24,26,2412231,65895,10721,32042,10943,6185,7086,3247
