2019-11-20 19:56:17.339709
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,355794,80781,8520,12730,7765,6407,3531,3227
3,25,0,0,573005,187412,147413,107505,34052,15515,14543,18250
4,0,0,0,32780,83345,12078,2824,9916,20059,4413,4138
5,0,0,0,509573,50037,2800,5335,13351,7059,1371,937
6,0,50,41,797061,125619,106813,29049,28072,22868,1436,588
7,0,60,47,683097,24044,15180,12390,6904,5522,1311,928
8,0,60,47,872144,46911,5334,7361,13695,3192,3026,2468
9,26,63,69,37771,3137,2133,25276,32728,25440,2133,805
10,0,77,63,436336,56902,74876,12371,14194,6845,2147,1315
11,0,77,69,45919,13576,12965,6493,5334,7258,893,300
12,0,66,60,1270882,445425,70728,60948,31575,36745,8133,1489
13,0,56,20,663677,41534,3495,3282,1616,824,401,397
14,0,40,11,721701,354661,25917,43920,34205,10181,2521,1155
15,0,34,13,1399633,38458,19305,8720,7463,16479,3392,808
16,0,40,26,1120873,369255,206771,140511,117371,135455,21041,3983
17,0,56,43,133652,32810,37622,15596,14870,7422,2206,703
18,0,60,53,844785,516057,59758,76076,34096,33220,6305,3982
19,0,60,53,1090439,20398,2127,6089,2930,10031,2319,1120
20,26,60,53,1906170,451330,129537,80249,29197,96416,10357,11566
21,26,63,43,370712,62607,57626,17746,38417,13903,18747,2703
22,0,63,43,906391,31903,12038,9097,17834,13190,923,1204
23,26,63,43,1233854,141161,5324,23382,19316,8393,3359,1461
24,51,64,27,1107262,56700,17119,26392,6130,4713,6255,1303
25,0,53,34,1206594,90166,17968,17938,20323,22299,31164,11998
26,0,56,35,345050,46725,19622,5068,9918,4758,4356,1914
27,0,51,21,643247,97530,14871,20313,6210,3561,1560,1593
28,0,40,23,390844,276458,24264,29891,21630,19054,12791,9516
29,0,40,23,1977538,133796,20453,45763,43832,16599,10615,437
30,26,40,4,2570861,427515,69574,81540,110278,16917,6940,3796
31,0,40,4,1669982,10777,5369,11465,5736,4352,978,359
32,26,35,1,1067622,36960,7637,1883,3709,1644,8569,2805
33,0,38,8,1107237,122066,78259,9827,47473,12828,5097,3257
34,0,38,8,3041051,225150,95688,86880,52630,96416,15168,11691
35,26,47,16,1121663,26760,7329,12717,14189,5692,1432,1049
36,0,51,23,234812,163736,53783,54627,32987,15466,12571,2257
37,0,53,48,1034202,35383,8110,7865,8400,18892,2504,2562
38,0,48,54,1208712,681539,125470,117115,100052,112921,24757,8537
39,0,50,37,439392,27536,7457,6121,2009,840,1268,816
40,0,41,44,388850,32412,4443,5185,3884,5728,1653,2274
41,0,56,34,2968389,85633,190535,208528,137196,53280,7904,9206
42,0,64,27,374990,8346,5118,2296,1913,1376,467,366
43,0,63,40,874992,251592,93301,27207,72847,24018,12067,6263
44,0,56,44,33443,13336,438,1974,3228,3225,610,449
45,0,53,47,366959,35157,28999,14225,4190,12280,2723,2498
46,0,43,57,546197,38144,6276,9598,20370,13476,3675,9258
47,0,40,83,399540,13955,4796,11567,26026,19883,6235,3418
48,0,60,84,6845,18005,38858,7735,13312,16037,11829,7975
49,0,56,100,3797,10449,8452,19979,8013,32171,10413,5595
50,0,60,100,13265,38332,15012,18077,38126,17302,13428,5180
51,0,74,93,58315,748,2173,1509,1514,1005,644,224
52,0,74,83,700967,69479,110279,35856,45751,24367,5080,1691
53,0,66,69,97609,6300,1649,1701,5698,1944,3272,1012
54,0,78,56,65091,22269,20026,33616,11559,5700,3289,3635
55,0,78,56,1508302,994749,79845,62133,43739,15521,8906,2220
56,26,63,43,324216,155963,26504,13339,6977,12893,6182,5328
57,0,63,50,237318,28544,49571,8984,17714,15258,2143,1854
58,0,60,41,107288,70336,6873,13693,30604,8782,6395,3373
59,0,53,43,38097,117169,24025,66411,9093,16470,3032,3593
60,0,53,43,556732,45737,6972,11259,7239,3482,1654,1517
61,26,64,43,1967669,1110474,635483,433585,208557,151129,36911,17072
62,0,64,43,1010504,243066,327834,162367,65198,37144,17199,4920
63,26,56,34,1228232,44150,5201,14124,6793,4431,1577,994
64,0,56,34,786604,56263,13153,11205,6102,15094,2629,1933
65,26,64,29,931323,10322,5508,2576,4543,1359,1026,788
66,0,44,41,197138,99418,3763,8330,3474,29713,5011,4532
67,0,29,41,937160,153584,12516,11677,8413,10501,2056,1032
68,0,43,48,2245550,26813,53370,21252,7700,14264,5105,3160
69,0,53,53,109363,17814,33866,12630,3348,8047,1794,1113
70,0,64,47,1131645,200820,60922,19146,40673,37746,17763,10467
71,0,64,47,1980877,109987,19173,14336,5870,21295,2544,1705
72,26,64,47,1342380,89108,22565,14900,2968,6059,2155,3063
73,26,75,60,579215,189569,31841,88378,27503,69431,6885,2241
74,0,70,74,1309394,4936,8978,19592,6290,15658,4897,1031
75,0,70,74,470498,17868,4769,1788,2563,980,322,247
76,26,51,67,97846,54053,6698,6180,6410,6014,1891,1656
77,0,51,67,758855,250260,240526,142967,119097,184283,8663,6519
78,26,61,64,1069162,18298,16340,8421,4427,4455,1742,1073
79,0,61,61,814201,55873,24815,10642,25352,15240,16809,5271
80,0,47,56,17401,8844,2832,665,3636,3598,1763,1066
81,0,57,57,1219453,129536,100701,23299,58539,24100,10978,6150
82,0,50,63,14652,16941,4627,3602,3397,4379,1326,458
83,0,47,66,174300,29770,3788,9371,9649,9060,1635,661
84,0,60,41,309934,181825,153620,27414,25895,10104,2272,5050
85,0,56,54,3556,15174,5784,13439,15397,11824,6128,4566
86,0,63,54,116372,41745,35211,12300,4993,13571,2305,1035
87,0,74,56,203907,39023,25477,34097,17591,25469,12060,5395
88,0,66,78,70179,17626,10133,4929,7488,7593,3297,1115
89,0,61,69,1759684,141547,20616,27001,12896,25409,6501,6592
90,0,40,66,174068,81308,2581,4564,5573,9407,1717,596
91,0,38,64,8262,37209,9504,47560,34866,21068,18845,3707
92,0,37,61,158488,106822,36346,22220,46915,29917,10031,2233
93,0,38,74,728810,109196,43080,33979,32417,72701,9449,11879
94,0,50,67,954474,59566,12550,6293,8132,5959,836,1026
95,0,43,67,64671,77632,13271,15375,4310,20617,10246,1520
96,0,47,67,4410,22037,7604,9807,7130,7012,6099,1182
97,0,43,66,5251,20300,6391,2093,6555,10107,6826,3628
98,0,41,74,197734,80319,9867,12753,2184,16332,1704,461
99,0,38,64,76841,151668,22436,17221,16427,16112,8212,2944
100,0,29,57,111825,23939,2280,3970,4613,2902,1450,853
101,0,23,40,33717,103958,2762,10901,17077,6627,4281,8067
102,0,20,17,390863,247935,24872,22677,8176,6405,6924,2528
103,0,20,38,173028,35038,14303,4340,29355,32543,5288,2124
104,0,24,35,1570948,43539,5276,13751,5140,4683,2012,906
105,0,37,50,3112133,372239,157998,63487,47025,146127,25426,6044
106,0,48,70,349192,1162263,680006,431024,591734,362094,138046,39095
107,0,48,70,1988205,341492,179527,140860,63129,17353,9415,4209
108,26,64,61,722822,11656,26122,25319,11006,14962,2935,635
