2019-11-07 17:31:34.795769
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,312385,1132,2304,1372,1033,328,425,270
3,25,0,0,1691398,532277,178549,191924,213238,172008,21661,19752
4,26,0,0,1538799,470277,150617,56049,137935,58116,33039,15923
5,51,0,0,1541058,505449,490299,282023,120994,72487,94279,47344
6,51,0,0,726521,11314,42503,4325,24312,3663,2230,986
7,0,0,0,1182026,213248,12760,2985,10140,14024,7687,4339
8,51,0,0,1390825,32289,9571,5321,5970,3126,585,370
9,25,0,0,650006,108674,25320,15752,20312,4128,1860,1811
10,0,0,0,767193,1697899,52621,143588,75957,41390,10901,4068
11,0,41,50,238227,227707,53523,48011,27967,19229,3493,863
12,0,48,74,39663,23299,6074,10242,3125,4217,1904,397
13,0,48,87,226744,120923,23836,23377,29411,10306,1909,1228
14,0,47,100,387704,105799,22546,12616,20348,23122,7043,878
15,0,34,100,835938,227117,7377,9331,16694,16229,4853,2342
16,0,40,87,1548950,89692,77225,52244,14674,9061,5915,1202
17,0,47,96,407666,6227,3710,5124,4083,3136,4749,175
18,0,50,70,985849,386999,121198,9946,21075,21649,4903,5835
19,0,80,69,282406,2887,9766,3453,1375,1331,538,237
20,0,67,90,66328,9727,1865,1975,1435,2343,1042,508
21,0,54,81,67576,17595,2004,1340,3157,2687,1375,1475
22,0,53,100,38455,18100,1451,6727,4108,7927,4485,1013
23,0,27,100,187783,52726,1369,6416,12252,5344,2120,845
24,0,21,88,137413,133838,13947,12626,22338,10291,11008,3151
25,0,23,96,254921,8784,916,2219,4080,4767,920,991
26,0,26,78,1937434,288056,31087,131858,42059,37887,14228,5209
27,0,26,78,200997,59426,13521,19608,7333,5427,758,345
28,26,40,67,134338,78244,40401,10528,15735,6957,2278,319
29,0,47,70,857310,34212,7818,6938,2977,4803,2385,1089
30,0,56,43,1759016,155551,40191,55217,19139,9555,10583,3661
31,0,53,37,274048,84781,17653,13850,23371,6420,22294,7552
32,0,43,27,106903,97760,8948,6338,3894,2887,2241,1489
33,0,53,27,18012,26173,28078,28845,10261,9059,6628,5355
