2019-11-07 14:36:39.739980
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,11,4,1,0,0,1,0,1
3,25,0,0,203844,37309,13402,13994,5428,1002,1360,2025
4,0,0,0,937785,222240,110367,64366,25260,10070,8408,3628
5,0,0,0,503977,51245,11847,1874,3288,3770,1224,591
6,0,50,53,628225,25570,1172,34449,19883,12112,4237,4480
7,0,53,53,95089,40904,10394,7204,3046,2311,1476,365
8,0,40,48,479046,69367,4920,9116,2901,2124,4368,748
9,0,21,44,520717,254128,24361,9281,10632,6658,3817,4383
10,0,17,26,844023,131568,30289,36232,17274,4909,7032,2717
11,0,38,37,2195296,54084,55028,20486,9032,17937,9310,5030
12,0,63,35,648268,160820,56809,47066,13652,5925,9094,2612
13,0,93,37,461146,69129,47226,3902,11475,3709,3222,754
14,0,83,44,961025,67585,12435,8972,2464,5455,1759,616
15,0,41,41,330821,26849,3009,1454,4696,2775,1278,703
16,0,44,40,2019584,379302,235916,20921,15578,10669,10789,3800
17,0,56,41,1200348,106972,116489,5117,2301,8269,8614,935
18,0,41,41,409040,185645,10006,17800,6782,14343,6412,2839
19,0,69,44,554906,32347,11765,9133,3594,5437,1272,953
20,0,48,53,1142901,263915,24928,45008,37990,14769,10681,5754
21,0,38,53,748816,35249,12487,13413,4640,2502,1266,854
22,0,37,44,460489,350541,28308,10970,7599,10154,5958,10977
23,0,14,43,671057,163369,23096,3639,13279,16023,2984,3967
24,0,29,44,190700,8541,4116,844,906,817,1535,922
25,0,21,47,1027371,191593,64696,21663,30980,13858,4348,2726
26,0,26,40,124111,106024,1433,13392,3518,1291,1372,505
27,0,35,27,832294,72185,6248,12323,2003,1988,1544,547
28,0,16,16,59964,29279,4447,1669,3170,552,392,199
29,0,17,24,305952,9594,3804,2292,3123,2014,1238,977
30,0,38,38,1187856,159125,47834,30164,15153,11521,3053,2554
31,0,47,43,621440,140651,20818,41176,21700,8695,3701,2112
32,0,66,50,1335823,66623,16810,19865,7536,3304,2210,1375
33,0,69,37,514704,67430,27830,5917,3731,2844,1790,742
34,0,67,35,306072,97655,39613,6295,16027,5518,1938,536
35,0,43,17,361048,628119,41201,4308,47985,4622,7077,1952
36,0,40,23,80211,10247,1134,2572,668,707,164,204
37,0,23,34,2601450,563207,64993,31762,78965,59261,7717,3618
38,0,14,30,294204,157746,3766,27859,15803,6073,3248,1353
39,0,27,54,1120114,368258,24632,45888,24233,52224,8752,2905
40,0,30,51,262190,132423,24711,33569,6677,6565,11561,1722
41,0,57,27,230454,88122,68339,4435,3182,920,777,915
42,0,41,30,974928,665542,8608,44388,64473,27887,7849,1939
43,0,57,16,525890,88553,20887,24581,3328,2965,662,1257
44,0,53,8,345128,734611,176810,49035,18603,13493,4076,4792
45,0,41,23,1190822,56115,17628,6784,2987,2590,1154,811
46,0,69,23,164384,73609,35532,3908,7049,4036,1370,1407
47,0,83,29,1108842,44284,54316,12967,3702,4825,1689,1196
48,0,66,27,2087571,538710,43067,17356,25723,7534,5727,4049
49,0,57,14,134485,189564,30175,15276,10552,2045,876,389
50,0,40,14,732254,140679,7569,13912,7187,4944,1795,461
51,0,14,26,1501620,201807,20574,41309,24547,55485,13520,9352
52,0,27,44,982004,163204,3345,44263,4507,19662,6997,2867
53,0,38,63,247356,46263,14373,11206,2443,4796,3473,537
54,0,44,75,960288,199936,39978,23097,28858,35089,10183,6094
55,0,56,74,98757,21040,9858,9216,5521,6725,6147,1441
56,0,51,77,734493,236642,12684,37029,13118,40262,8798,5832
57,0,50,75,3123831,401480,81318,104011,33368,30162,6877,4432
58,0,51,66,33690,12573,2022,1622,797,717,352,141
59,0,29,50,387990,140837,14921,1905,6460,3983,1056,576
60,0,26,30,2470849,418489,35348,22332,10067,7223,4619,1597
61,0,1,23,106794,125256,4188,4931,3532,2899,1048,684
62,0,14,24,37404,12414,5691,4783,1321,1155,273,154
63,0,35,20,266763,14238,4784,3221,1413,367,250,229
64,0,30,20,122168,91480,5089,4489,1247,1438,553,416
65,0,47,29,98147,11281,1612,1192,1575,861,383,300
66,0,27,17,806286,822717,135835,14844,31313,15252,4405,2080
67,0,24,23,345738,54662,23731,2197,6993,2040,2316,481
68,0,29,16,298591,118408,13269,3168,1510,961,1851,951
69,0,37,3,2739224,443874,102422,21196,6458,8042,5088,605
70,0,24,13,64593,44211,1384,2647,3598,2145,345,657
71,0,7,17,346989,64394,2773,4143,3779,3344,1542,1350
72,0,23,26,361610,130088,57881,12920,10019,3355,9314,3387
73,0,16,34,243094,48447,3519,5094,2417,1799,804,1612
74,0,44,29,1585103,194709,71516,78821,21193,9736,7032,2982
75,0,64,27,111761,10493,2056,2615,1055,644,615,218
76,0,57,30,256085,88878,18799,11804,4596,2890,3339,1298
77,0,64,37,1607451,136222,18148,25849,14259,11013,7830,4569
78,0,57,41,947731,117414,29792,32407,14015,7927,2990,2762
79,0,37,50,949336,125000,6779,7125,24526,18910,3629,2542
80,0,37,53,1538961,144871,26583,19884,3152,6638,1863,1111
81,0,37,53,186921,14162,3583,2459,1666,891,454,142
82,26,43,54,735301,34771,14069,4627,1843,3798,1222,1777
83,0,57,54,685867,15630,11732,23230,8848,2363,1961,597
84,0,78,43,75860,19765,5117,3673,5677,950,867,410
85,0,93,41,1316383,105100,67302,61821,13207,7333,7776,5217
86,0,70,35,573712,269965,6906,23549,15908,9101,3606,757
87,0,61,34,93595,59579,15627,30753,8041,4564,668,562
88,0,47,40,1404530,227846,10935,18341,19279,19619,3892,5726
89,0,30,38,1027441,199744,26371,60135,46174,7442,8686,1133
90,0,54,44,167464,6617,3318,1507,1058,639,335,287
91,0,48,43,51479,76186,32245,7026,10829,4671,3310,1596
92,0,63,38,136022,9405,3320,464,1618,549,484,233
93,0,83,53,232732,10708,31928,7202,7578,7340,3121,2545
94,0,66,57,19656,49827,4546,5505,8610,6092,9065,2228
95,0,56,64,45883,58781,6854,8376,5630,6101,5124,803
96,0,64,74,46378,15422,8485,6659,7343,3850,2912,1104
97,0,35,70,317221,52644,8235,5917,30221,7241,6203,2018
98,0,57,70,22747,23370,17467,9775,7242,5338,3782,1313
99,0,78,75,5109,7919,7258,18332,14174,3660,7765,2890
100,0,57,61,82381,80269,1085,9735,4691,2714,692,376
101,0,66,69,7172,20482,5512,7634,8553,9708,4714,1277
102,0,75,64,10536,12681,10992,22144,6973,2843,3482,900
103,0,61,60,748640,147696,59265,9715,7488,13234,3012,3262
104,0,74,57,135356,35856,10632,1836,2429,1133,521,594
105,0,61,30,40924,71425,7945,3298,13264,1022,2452,607
106,0,43,43,25214,15717,7749,10548,17261,9650,2017,1554
107,0,48,53,13824,15332,5704,10525,3403,6296,2095,1266
108,0,60,67,4840,14301,15634,4700,4500,4634,1817,961
109,0,80,94,17025,14093,5331,11309,7990,7274,2135,1786
110,0,63,80,263756,172381,11119,11302,5558,9223,2266,1873
111,0,53,66,395199,55404,11816,8837,9428,2855,2009,1060
112,0,43,63,93517,20704,7559,3444,6319,2867,1473,302
113,0,53,60,781757,6887,12937,13087,5927,6132,2492,1018
114,0,77,51,460782,12081,3078,9431,3791,545,561,328
115,0,81,56,620598,183285,73289,16940,11355,15773,2379,1507
116,0,93,50,87357,5861,4100,2711,878,549,227,139
117,0,64,37,1398613,224815,13533,21222,18681,10125,2667,4212
118,0,47,35,1125879,595845,89786,13172,10840,12756,15087,7938
119,0,40,40,560290,33309,8540,3158,4925,3771,2284,1522
120,0,26,41,492759,273435,41994,62687,17931,20633,7405,3156
121,0,41,40,397511,43389,18615,4646,4625,2183,1329,856
122,0,47,50,1373530,342340,62691,35908,57071,28276,15645,6640
123,0,37,40,548475,363293,29243,20793,21691,10913,10673,4711
124,0,16,26,676017,1120000,26100,24742,16176,13995,7861,1785
