2019-11-09 18:23:51.569709
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,0,2,2,0,2,1,0,0
3,25,0,0,504615,19179,24299,34589,7981,2612,1246,1320
4,25,0,0,2012898,54468,11078,139435,74474,24679,8431,677
5,0,0,0,326536,43699,40028,14958,6231,11656,7886,2880
6,0,0,0,1169159,91504,539,28340,31206,10856,11632,4080
7,0,30,51,384608,55357,16073,5447,27268,27701,4501,1824
8,0,40,34,352171,117325,58836,33583,13656,8032,2205,1915
9,0,50,34,585987,17069,13565,9852,6773,5433,844,544
10,0,50,34,724227,8214,6580,3952,3167,1329,250,176
11,26,50,34,747636,8490,3156,8755,5995,3005,626,359
12,26,51,23,1002966,170843,25825,49412,22744,16785,7898,2688
13,0,51,23,370442,3486,1303,4602,1900,2970,364,374
14,51,51,23,735444,21612,1270,2163,1654,1055,415,239
15,26,60,1,197772,36900,4857,10655,4060,3147,1933,237
16,0,60,1,1377552,20689,39644,18739,15176,5963,1008,431
17,26,51,1,731505,24264,3740,5025,1413,1190,921,214
18,0,50,1,198501,35180,23867,6620,3663,3614,2387,1337
19,0,60,1,107244,3141,2248,3104,2195,1000,441,146
20,0,66,1,684540,38082,24841,11927,10284,5979,1862,584
21,0,66,1,336347,17416,1202,3749,939,1084,358,140
22,26,63,3,568966,55706,9359,6742,3657,3291,273,212
23,0,51,21,717857,29749,9041,8851,21919,9086,1741,1592
24,0,35,4,189605,38343,6754,3974,2957,1497,473,140
25,0,11,14,734921,97539,7206,7703,23842,17418,2766,1217
26,0,13,29,768397,206165,22362,50206,16144,33734,6749,4544
27,0,13,29,2318143,34668,9883,14582,10291,7309,1140,492
28,26,13,29,1307147,160390,1656,15730,13082,19389,2427,1055
29,51,7,7,139219,26907,3934,1924,1066,1121,657,117
30,0,7,7,1962004,212147,95113,117364,150990,86666,19009,4246
31,26,8,21,226910,6388,1013,1239,875,848,275,201
32,0,17,13,364477,16080,3685,494,3567,1627,600,133
33,0,10,3,382552,399464,42507,28989,19895,28798,4430,4461
34,0,16,24,619583,28961,5380,10980,12721,7505,2606,1326
35,0,37,20,356448,13888,16363,6702,2580,2881,1334,424
36,0,56,23,627420,126864,69483,110052,25305,31961,12752,5870
37,0,80,34,1810978,225812,134070,181368,62408,71220,13984,2974
38,0,83,27,61747,15104,2491,5317,931,2770,967,372
39,0,60,29,61349,31096,2701,4295,847,3215,1268,494
40,0,43,21,3068067,167667,10656,42872,16794,13081,5018,4363
41,0,11,16,994665,77589,1743,3875,9097,7098,2004,977
42,0,4,11,191557,18007,2308,3114,7545,1805,659,919
43,0,20,23,481957,37559,4943,24916,8026,13962,2775,1499
44,0,26,24,82949,8069,1685,2399,768,730,444,807
45,0,48,26,2157450,195639,68904,37007,45577,30229,9643,4422
46,0,38,14,32565,183997,9298,6726,11315,4359,4311,1120
47,0,38,1,303116,89011,43116,30837,44521,7404,5310,4130
48,0,16,1,89136,108050,1919,6033,12642,3640,1168,375
49,0,10,1,340963,79003,6592,10854,4758,3249,817,287
50,0,35,1,242065,12230,7114,6932,5305,2324,608,608
51,0,38,11,28820,10660,4690,4458,1419,2221,1009,929
52,0,51,23,803587,80697,10873,8441,7515,7895,3316,1651
53,0,60,47,156564,65729,39184,7289,15125,25639,4050,3240
54,0,50,50,725142,88940,21357,20245,26142,16776,4785,2023
55,0,56,53,761246,8213,17291,6596,9082,5092,1649,405
56,0,70,53,1310194,71623,21039,66476,30401,11626,3302,2049
57,0,60,29,1697125,240179,38364,6289,12256,8445,4247,773
58,0,67,26,197508,70119,50416,46914,50133,16749,4427,2130
59,0,64,23,439689,44345,7745,43292,3905,10467,2865,3277
60,0,47,8,703282,193038,16685,12350,14921,4100,4478,1637
61,0,54,26,89964,32385,9191,12576,20437,6962,3308,1406
62,0,57,26,35297,46131,38497,14078,7312,10520,8504,5968
63,0,26,27,300673,77566,1334,2426,3086,9304,855,276
64,0,35,44,48496,87274,2925,25603,16282,8774,7396,2316
65,0,40,37,201408,109624,39356,19268,4004,11927,4963,2553
66,0,41,35,48516,54136,50312,3801,8083,8299,3481,2787
67,0,80,35,30542,9840,9556,16831,2189,4290,4285,1082
68,0,87,29,26643,49943,15438,10532,6940,3639,1581,1049
69,0,97,30,57713,18589,32966,3696,3005,4301,3088,1909
70,0,96,35,37455,16961,6012,18524,9559,4494,4240,1213
71,0,90,40,31279,9795,6914,8851,6300,5309,4150,1955
72,0,100,54,98768,15223,28209,12854,5116,8604,2297,2136
73,0,100,56,5145,3591,1319,9210,1161,1304,622,703
74,0,100,67,13228,23580,13057,3434,7523,9326,2978,1878
75,0,100,64,9354,16348,19482,21198,9361,8369,2668,1181
76,0,96,67,28655,13052,20680,5505,11698,8306,2659,1394
77,0,84,70,45335,39436,5606,25701,3274,8228,2610,683
78,0,93,63,30670,16383,2509,20665,3178,4200,1669,1417
79,0,88,70,72053,14845,6612,11965,2387,12159,3635,841
80,0,88,61,4910,26617,6792,22205,10415,5879,1985,1999
81,0,94,63,22701,17972,4535,28159,3045,7051,3232,2016
82,0,87,74,11892,11763,2938,7855,3069,7055,5171,1512
83,0,83,67,19627,14242,3080,8212,8543,5579,3837,3173
84,0,70,66,28076,52153,9544,7118,7527,6307,2079,1283
85,0,69,66,11806,17671,33977,7602,11197,8976,3541,3199
86,0,61,57,7035,37671,2438,9070,5210,7447,3315,1602
87,0,56,67,7477,16208,3012,5946,5116,11266,2902,1618
88,0,75,75,13454,11321,16474,6162,2974,5290,2367,1248
89,0,64,69,4749,35161,8191,15398,10813,6391,2279,1488
90,0,61,60,46835,130756,11509,16565,16862,8867,1428,4133
91,0,57,23,32107,22549,2553,2154,1777,667,653,139
92,0,50,23,297313,44339,24015,15364,12711,13158,5545,1281
93,0,38,4,293020,313694,18344,44988,47351,4177,7388,3841
94,0,47,14,166978,37518,10168,6142,4248,6282,2299,1159
95,0,47,35,434172,4059,554,564,933,533,299,198
96,0,35,44,778962,56103,2288,12951,10809,18666,1846,897
97,0,20,44,562694,439733,7190,8128,7186,4356,3129,1185
