2019-11-09 20:52:35.273912
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,765410,2325426,171879,591458,622728,506483,106591,72442
3,51,0,0,2611887,514438,262511,111853,145361,43612,17652,15862
4,51,0,0,1708586,334887,138600,61057,197061,209350,34278,35667
5,51,0,0,1547528,88024,32950,31953,14654,19246,9657,6041
6,51,0,0,954451,39962,53447,43086,50879,54433,38811,28225
7,51,0,0,406777,82994,76690,45364,25927,24234,29306,11672
8,51,0,0,1036416,92373,80119,68093,56475,57922,36570,25471
9,51,0,0,1809016,359783,156214,18316,23660,35314,5962,8371
10,51,0,0,696725,924273,212005,199638,73039,91966,116786,71082
11,51,0,0,1066937,54573,68276,79592,58527,60408,40882,13426
12,51,0,0,387175,39244,27834,51735,148057,174034,101099,44392
13,51,0,0,1005091,266804,85798,17941,141544,101789,81905,40323
14,51,0,0,1527162,467689,473175,447215,378236,324478,181666,151946
15,51,0,0,146157,226650,213949,347596,373514,203558,90824,52209
16,51,0,0,1230650,115335,75911,30503,65071,59717,18107,5378
17,51,0,0,986965,82607,11766,16408,12546,19765,20604,9547
18,51,0,0,2457999,854179,727893,553624,793142,629496,518119,225498
19,51,0,0,1828980,636003,86368,361439,270466,176464,108680,55485
20,51,0,0,758268,71041,95710,150967,89291,24833,17914,19715
21,51,0,0,2210121,299193,178747,381560,847776,524171,556333,141887
22,51,0,0,1261470,1756608,572411,795960,575463,422955,438139,286745
23,51,0,0,928760,289040,46713,121570,203604,214825,85386,206648
24,51,0,0,675238,194797,19595,38018,80680,50138,22563,32520
25,51,0,0,427293,113049,13259,15951,32155,42886,36654,32407
26,51,0,0,1025519,34510,19282,11215,47923,14963,9639,5815
27,51,0,0,799275,23679,18893,60092,70008,69454,70616,14364
28,26,0,0,1589630,546395,160782,151853,293973,112901,61494,8267
29,26,0,0,1241722,1207195,311359,167263,251113,193246,44241,34950
30,0,0,0,720203,92784,4519,53803,33006,19575,11173,9277
31,26,0,0,804413,410201,22341,84572,454297,198280,29297,8704
32,26,0,0,1683589,497566,342719,155193,571805,407755,72663,67861
33,26,0,0,796581,46635,33873,20042,14575,25474,7256,1034
34,26,0,0,858427,92589,28010,2036,26808,31667,6000,3246
35,26,0,0,195088,48027,51380,63335,50209,58875,77840,18532
36,51,0,0,1546739,299921,161889,74497,314210,262581,67105,29176
37,51,0,0,900792,54460,10971,23324,28663,32352,5601,4792
38,25,0,0,1274389,531754,163874,139170,240219,126579,14614,13314
39,51,0,0,395812,648328,22341,24349,29231,212627,158701,208405
40,51,0,0,1712689,60157,71425,234440,76787,177306,362689,110983
41,51,0,0,1285607,149119,194701,55065,68734,192823,92075,54472
42,51,0,0,2319843,166921,55772,166959,69273,180276,68286,39393
43,51,0,0,544335,123938,64406,55278,344294,87243,18630,32710
44,51,0,0,136657,110472,21586,59474,34340,49923,76283,34528
45,51,0,0,340473,1347553,338060,126516,325067,207470,93645,48124
46,51,0,0,876738,98499,57613,23680,59863,97587,67486,36618
47,51,0,0,1418575,404967,161080,191809,157207,79057,72097,22882
48,51,0,0,827522,1468771,127441,177461,415781,1347613,588663,391414
49,51,0,0,1046759,57574,13773,16110,5887,18664,3461,1118
50,26,0,0,85057,58274,13608,32675,12248,30111,3734,1446
51,51,0,0,641617,48947,2355,23966,12388,16014,12959,6608
52,26,0,0,459932,371901,18859,158607,79376,72458,37821,34642
53,51,0,0,916695,577363,173400,134268,364908,303411,57110,32927
54,51,0,0,2084247,87143,9263,20175,19837,25072,10277,4669
55,51,0,0,237336,109768,97875,58359,52205,68506,54442,43391
56,51,0,0,128915,70402,196468,98928,117553,92971,79569,39533
57,51,0,0,1047910,104710,35817,97214,82608,26797,61939,51908
58,51,0,0,1810945,624809,10688,27135,29074,34225,22581,11908
59,51,0,0,313529,64275,93750,59512,83003,92651,140666,72168
60,25,0,0,850727,437159,405035,292391,209107,419552,315341,342831
61,51,0,0,573122,61773,5949,7492,6570,3231,1808,849
62,51,0,0,1886125,1043857,122012,63034,220898,240865,225149,45287
63,51,0,0,941384,77314,85103,143756,69829,802314,204298,197240
64,51,0,0,1193113,805004,122161,296802,476162,336525,374568,160048
65,51,0,0,1702047,181643,124914,132336,132628,39493,77191,105903
