2019-11-09 10:59:57.785053
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,43,6,2,1,1,1,0,0
3,25,0,0,1684169,68265,9699,9921,8230,8577,7055,1855
4,0,0,0,885631,32608,29762,19597,34056,4263,5057,1476
5,0,0,0,454688,88028,32318,4619,20772,16145,1599,605
6,0,30,34,399120,18606,1862,3620,2681,1362,294,218
7,0,13,37,1671386,142948,6495,19293,44817,14251,2479,1334
8,0,13,37,98094,20902,1972,3711,7333,6332,734,261
9,26,13,37,2036051,50174,3160,5656,14691,3613,1665,834
10,26,10,53,1035971,27080,6486,5231,7771,5957,2449,343
11,0,1,35,68737,33961,5457,523,3597,562,363,612
12,0,24,21,1142913,75012,41792,52053,9499,2162,6617,1586
13,0,34,7,706592,208491,30503,12856,3885,4708,1028,1163
14,0,27,1,619060,217093,37621,16376,9818,5058,2924,1357
15,0,40,1,890360,91550,20743,14616,21144,7046,1182,582
16,0,1,1,330764,540151,51873,10845,9317,3976,869,1018
17,0,17,10,478155,98872,37939,12814,7028,4343,2017,670
18,0,29,16,368803,161026,53392,10210,1830,3352,2486,827
19,0,43,17,825307,53555,28557,15135,8413,4018,1663,1575
20,0,61,47,858859,62057,12670,10259,13308,5146,1610,767
21,0,66,50,616431,24812,12969,3664,3523,1470,585,223
22,0,44,66,883944,190582,7886,14832,4081,13529,2209,1025
23,0,29,53,397488,45381,11831,1138,845,882,254,544
24,0,34,43,1273342,111367,18936,24071,4407,4572,1859,2391
25,0,17,26,801631,239601,50855,20087,7844,2954,3832,2485
26,0,21,3,391009,279589,9811,27313,5067,3198,2118,1834
27,0,17,3,625160,334542,58334,21006,5331,5504,2943,1413
28,0,16,1,243129,22690,3616,3623,730,563,798,193
29,0,10,1,308755,236567,26746,19605,4492,3009,2322,908
30,0,10,10,133407,332050,28668,17394,4160,8321,904,1976
31,0,17,13,861286,174827,11807,49717,5956,4126,809,528
32,0,11,21,492951,126849,12521,19217,4657,5515,2416,3074
33,0,16,35,529672,140879,9016,28886,12491,5577,4519,937
34,0,27,30,623857,297483,48490,26113,7088,7118,2133,1705
35,0,11,30,33030,56247,4438,4458,1569,1238,585,457
36,0,8,21,1244853,177198,29213,6778,10061,3560,2841,981
37,0,8,16,477715,183394,16680,28378,6950,4476,2884,2266
38,0,24,21,403473,79563,29281,22527,6173,3829,2556,2612
39,0,43,30,125881,30433,13041,1780,1832,1792,1222,330
40,0,37,38,548000,163084,7678,15311,6456,5278,4206,2326
41,0,41,30,133574,33522,4780,7389,997,538,397,191
42,0,17,27,175609,192566,22044,8746,6819,4317,1869,1477
43,0,8,14,254184,280102,42970,29943,1970,5017,3768,1810
44,0,4,1,284747,566504,35212,2614,7980,4415,1158,1443
45,0,11,14,673022,46882,9923,9674,6801,3570,972,308
46,0,11,14,553046,9879,5303,6353,3758,1919,336,184
47,26,37,24,813536,45949,27155,5005,4744,3550,2981,580
48,0,34,56,1404812,30538,4653,2791,17255,9208,2109,799
49,0,51,81,972040,84795,13515,8015,5221,5236,1504,741
50,0,51,81,1306794,15186,4649,11216,22067,10466,1485,750
51,25,51,81,222424,14163,5878,5173,8928,12538,1496,3684
52,26,51,81,170276,344750,48242,23691,49883,31654,10340,2934
53,26,51,81,1261074,202589,19879,27616,25746,14034,3382,647
54,26,51,81,1826054,36475,9905,23879,23248,14072,2460,1527
55,26,61,83,2149976,56575,30031,29340,24531,7523,4206,1129
56,0,29,75,698491,95834,3291,2167,8418,2517,2720,2042
57,0,29,44,2113297,424235,39078,6707,17728,7903,4647,4866
58,0,50,37,284852,31679,22120,7669,1995,1718,3573,716
59,0,34,34,72684,20803,2348,2285,2596,1243,2695,351
60,0,66,44,78384,21125,11834,5565,3482,2754,1965,1974
61,0,97,74,11105,7671,10828,14380,4016,5670,7781,1740
62,0,88,97,33150,9963,1317,16010,16515,11429,13562,2219
63,0,91,100,21583,39312,5122,6691,2903,4870,10018,4201
64,0,78,96,623089,62097,10843,10907,6120,5660,13079,4348
65,0,60,88,99123,8061,591,3491,3131,1664,1785,563
66,0,63,80,12702,18214,17584,4615,8618,6432,1397,794
67,0,47,69,655432,284094,6571,14336,13761,11576,9338,2348
68,0,63,67,25102,10782,4149,9200,1428,1436,732,1117
69,0,74,60,58207,23176,6026,10520,1984,2420,1998,512
70,0,41,47,144643,58778,1911,1333,2780,2890,1935,534
71,0,64,48,363801,21892,8189,4648,3828,1492,2685,1349
72,0,51,57,39988,23426,10301,2877,3314,6959,4055,946
73,0,38,67,89906,5674,600,1104,1210,1231,2621,1043
74,0,63,67,1200127,47835,12367,15566,19031,3451,5978,2638
75,0,69,78,82036,10065,6049,3718,1143,2195,1321,373
76,0,87,69,3544,17192,32384,7370,1686,4316,3277,5302
77,0,93,80,20296,7233,4121,3725,4613,7118,6462,2141
78,0,96,97,15002,8824,6373,4205,5643,5271,3391,1309
79,0,100,100,5331,5918,6491,7452,1855,5036,10487,2697
80,0,77,100,9592,7064,543,4194,2567,11639,2684,3073
81,0,63,97,16015,54631,5592,3947,7782,3411,7436,1704
82,0,54,100,23326,6568,4263,2254,5968,10230,5601,2991
83,0,24,81,83867,12615,562,751,1113,894,2221,652
84,0,47,66,31977,21582,27495,24540,4611,10538,20360,3965
85,0,51,70,43916,64310,6577,9600,8191,7352,7009,3830
86,0,48,47,59557,22913,3424,1196,1173,988,1175,231
87,0,51,38,82905,24139,1562,1396,114,640,596,241
88,0,35,40,220111,12575,3700,3164,2682,3453,3115,1333
89,0,50,40,59055,24820,12888,16758,8425,5363,5341,8070
90,0,54,53,71774,5757,1575,985,1937,1647,575,378
91,0,54,50,45377,54155,3159,3470,1339,972,977,551
92,0,66,48,248787,4648,7645,1659,3024,2208,1641,1294
93,0,53,48,5536,58193,3888,14770,12075,6329,7867,1484
94,0,47,30,249462,62770,7394,4138,2197,1796,2504,1467
95,0,48,53,88124,10915,1257,871,4263,3055,1499,567
96,0,37,61,6052,13017,4764,4600,1763,10069,11612,3954
97,0,43,64,118926,19741,6977,6198,5587,4981,1067,1065
98,0,40,96,6531,3001,425,698,2137,3889,3309,670
99,0,60,100,8702,3336,4829,2230,2281,4063,5823,4203
100,0,61,88,55718,63102,29596,10262,23425,11313,6062,2781
101,0,56,83,8992,23829,3882,4899,5679,2293,3281,2797
102,0,70,61,561767,66701,27213,8928,5177,7091,6684,2705
103,0,56,54,2349,23479,4505,3299,9440,5941,5841,2500
