2019-11-05 01:50:34.483993
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,403274,12831,2459,5146,972,3728,3709,1013
3,0,0,0,85599,27926,2743,9605,16448,13969,4502,3198
4,0,0,0,421722,52266,3360,6424,10609,9833,5138,2540
5,0,30,51,2258,4749,1333,733,3395,7785,2812,924
6,0,53,56,6334,2687,1376,2479,688,3374,3303,1305
7,0,54,60,7533,9902,3762,3807,14189,7291,4222,9862
8,0,75,48,183562,12881,7191,3016,2875,2670,1016,930
9,0,69,37,13027,23416,2675,1263,5912,10359,5936,3757
10,0,56,34,9352,16849,6438,4485,3535,10779,3910,4263
11,0,74,27,26926,19707,3225,12859,3672,8343,6001,2240
12,0,77,37,5417,12260,9529,8536,6898,7684,9430,1527
13,0,94,35,95341,9121,2817,1954,4238,3979,1870,568
14,0,100,41,6874,6175,9450,11178,3684,21659,6062,4132
15,0,100,50,4648,12710,6354,2737,5353,11841,3954,2036
16,0,66,61,15970,16870,1385,3303,4964,18985,7950,5580
17,0,70,64,47845,12275,5634,3356,4770,8652,4970,3153
18,0,38,61,11018,17554,2705,1946,7078,12257,10063,4379
19,0,50,63,5334,5349,5341,5405,4737,9650,5972,4243
20,0,53,70,10360,4594,3150,2060,7975,23316,5451,2765
21,0,53,80,15621,5780,3534,5388,5308,15267,5429,2651
22,0,78,80,20234,15826,12601,3591,4488,16679,3208,6134
23,0,69,81,3241,9768,7375,1765,2885,13300,8612,6672
24,0,93,57,13925,18611,10063,8510,10113,9490,5836,4108
25,0,91,40,130701,3797,1018,669,859,795,288,216
26,0,87,29,30847,51818,16136,9030,10449,15556,10193,4940
27,0,80,24,1183433,282574,83801,37174,48297,159168,6920,7139
28,0,69,10,266660,11421,2043,1832,2116,437,207,147
29,0,78,11,722253,14918,12104,3010,11019,3436,1058,362
30,0,88,11,526851,39668,766,29146,7108,10498,10240,2156
31,0,83,3,67672,9612,311,2179,1535,1218,616,77
32,0,97,16,14264,41328,20367,64413,16025,14422,7458,1476
33,0,81,21,8714,28352,7503,5306,10504,9416,3060,2155
34,0,70,23,21427,42880,4874,26754,11606,13590,3913,2277
35,0,70,23,860341,24369,7105,1583,7748,3662,1877,631
36,0,54,27,75450,56447,15932,16746,9966,18167,9723,4143
