2019-11-05 02:22:30.548467
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,346092,138014,8703,37583,28421,10584,6471,1889
3,25,0,0,512210,6062,2867,19294,6502,5047,2355,2598
4,0,0,0,364479,32034,335,6981,5620,1976,1315,510
5,0,0,0,32636,7969,1475,1048,2056,371,353,188
6,0,35,41,311775,62064,15404,9708,34330,6440,3861,447
7,0,35,41,1704192,23905,10454,18825,7719,11937,4360,682
8,26,21,38,96823,22922,1849,1541,2301,1231,603,160
9,0,3,29,130766,111320,4056,3902,2966,3858,1733,733
10,0,1,21,957706,46296,10401,3200,11368,1881,883,847
11,0,17,21,948725,18685,23192,22797,18295,5227,1549,1875
12,0,30,34,1370462,122643,31672,36055,22297,19387,7322,3552
13,0,61,40,1075585,52881,53463,22323,23373,7235,8912,1846
14,0,69,50,39883,4980,2348,1690,2469,587,1011,229
15,0,56,54,699380,22605,5530,5766,7402,4607,2488,3873
16,0,48,47,836831,157800,9227,31039,27850,10764,15821,5828
17,0,26,43,664777,235097,24132,18535,15656,13621,20910,7555
18,0,21,50,144081,37403,7901,5705,3738,5248,2327,1972
19,0,34,48,550600,9394,7411,6654,2994,2763,8114,993
20,0,41,44,195692,8312,3505,1568,3230,528,1443,380
21,0,34,29,113817,183921,6793,6533,4174,2253,5222,1648
22,0,37,34,381822,27652,1547,13298,8686,4696,6789,2596
23,0,23,43,2378865,161530,22967,54730,42831,53573,12395,10644
24,0,7,44,1724292,414375,24670,20936,19970,16459,9772,6358
25,0,16,56,1083171,314519,15553,43112,21520,11709,6223,5776
26,0,14,56,372179,19918,6783,1376,3135,3233,2101,568
27,0,23,48,256757,15321,9727,4526,4552,3472,2731,900
28,0,24,44,75539,160541,13722,5823,7285,4976,2910,1279
29,0,34,44,707565,58594,10253,14557,4246,2745,1946,315
30,0,20,34,156757,404473,34824,11771,9939,18316,3538,1652
31,0,11,23,760205,159069,23838,27443,13788,9399,12325,2187
32,0,23,27,822835,99112,20395,16084,8543,6605,4864,2453
33,0,14,29,398460,26612,2245,3690,3709,1197,3080,923
34,0,38,26,866296,177342,12118,144991,11648,10222,4074,4117
35,0,47,35,900708,17231,14356,1573,4203,3504,853,864
36,0,61,30,228381,16401,20970,7353,5350,1604,869,313
37,0,64,48,442004,24416,1799,5626,2862,4303,991,766
38,0,66,60,413538,11368,17367,3036,7921,2700,2411,1183
39,0,64,53,183070,14113,5948,2608,1914,1320,522,156
40,0,43,60,99991,9006,917,1256,1724,698,349,156
41,0,64,54,1067815,44358,78505,37923,26169,13623,11709,1239
42,0,43,60,691761,7302,574,1078,3390,1043,772,1012
43,0,21,47,116517,75891,4568,2485,7922,1530,1275,320
44,0,26,24,171690,67853,14725,5668,4175,940,1161,624
45,0,23,21,1576130,81146,61844,37506,4965,11765,5876,2587
46,0,21,14,980993,21301,2384,2176,10440,1905,844,1005
47,0,21,17,758197,218128,5944,16464,31298,5251,4803,2557
48,0,30,24,519552,88986,24175,40318,8724,3142,1230,3848
49,0,20,29,383445,15932,1717,7851,5599,2393,866,1325
50,0,23,20,433146,27778,1507,4254,4547,1067,1605,1251
51,0,41,30,540189,10495,4606,2211,5439,993,2440,955
52,0,44,60,1323665,5670,10878,1828,5479,3782,1104,330
53,0,23,43,351552,65306,2959,2084,4011,1823,990,738
54,0,14,43,776241,48077,2426,1478,4866,1635,982,662
55,0,14,41,1225514,115506,26582,29280,22643,7808,8870,4589
56,0,3,10,1047120,182652,26988,27152,9961,3772,4608,3093
57,0,13,17,1895543,144411,6862,20141,20444,8957,4952,2052
58,0,30,26,199515,31190,11358,3423,5366,2615,1310,534
59,0,43,26,414360,10403,15660,3800,4425,1566,817,728
60,0,44,54,359382,16369,7439,3835,10224,4472,1202,2020
61,0,44,61,2388682,176498,7374,27353,42618,19801,3359,1323
62,0,40,57,364393,31019,4451,4899,5432,1540,1936,929
63,0,21,57,686331,138714,17604,24397,33578,9666,6807,2453
64,0,27,61,863823,28270,4629,35040,17769,14613,11701,1191
65,0,43,54,677978,235885,77696,74088,25200,21835,18078,8076
66,0,50,70,1093053,8241,1789,4579,3934,2524,1478,383
67,0,48,81,816908,164689,36106,11947,33637,24631,8829,3216
68,0,29,88,5519,9751,1637,3585,4271,29619,16449,2665
69,0,24,100,27557,12031,10971,2500,7555,19535,9540,1911
70,0,24,100,7829,9582,11076,5301,6860,21244,7323,4798
71,0,23,100,6668,19457,3536,5526,5622,21117,15920,5471
72,0,29,87,80756,76139,15237,3425,7983,9886,5554,3520
73,0,35,66,13410,29989,11083,11396,4781,3576,2496,1262
74,0,26,63,162883,28437,9329,5494,18115,22758,4032,3747
75,0,30,57,29869,41436,21936,3171,13668,30125,8001,6494
76,0,38,64,91198,54289,32138,8055,29034,22085,21826,10159
77,0,24,75,329332,146097,5904,27128,28137,44819,8430,4341
78,0,35,69,1100949,53666,22550,22764,7687,28753,12852,10904
79,0,27,57,112940,109845,4180,20130,8622,13786,6894,3390
80,0,24,57,90452,42104,9114,11963,19342,14090,7446,2032
81,0,34,44,119774,58921,10301,13702,1905,4467,1272,1281
82,0,34,44,406699,19668,3928,2693,1980,1037,338,192
83,26,17,48,63511,36965,2601,6249,6952,19462,3517,4728
84,0,14,60,8329,26739,3805,2018,6542,13401,5218,7092
85,0,27,61,22623,18487,34419,5948,8817,14089,12499,2651
86,0,21,69,408341,116602,14299,17630,24505,23450,7063,8650
87,0,14,75,14262,36590,2207,4894,15746,32913,11227,2246
88,0,16,80,34309,10934,544,4783,14033,14223,4500,2885
89,0,1,91,71272,34997,5413,5239,17714,43437,10269,8015
90,0,1,97,45700,58318,5538,8123,13922,23944,8354,9155
91,0,1,84,69583,14704,2201,2080,1248,3243,2593,1280
92,0,14,75,43156,12737,6638,1688,3793,5547,2293,939
93,0,24,66,86190,11504,2772,3262,4296,6469,3725,943
94,0,30,51,91101,203823,30563,29889,22718,14077,8802,5416
95,0,40,50,460741,35664,10586,17557,10902,8129,3487,1576
96,0,56,37,220860,51930,172280,13545,35746,14119,7782,3609
97,0,60,29,378987,112084,9064,47254,19865,22679,11548,3239
98,0,63,37,1899551,220866,55151,47980,42067,31875,17594,17698
99,0,50,41,16021,46457,4228,7467,9097,13942,11551,3196
100,0,37,61,18613,5710,8597,6873,8987,15201,3505,1871
101,0,27,63,217310,149081,25785,12822,37453,30907,9855,8556
102,0,34,77,16910,10356,16811,2088,5070,18140,7527,5934
103,0,48,87,46395,1160,2325,1130,1628,3340,1199,413
104,0,43,80,38738,26474,13149,4727,13720,14925,7704,2372
105,0,40,78,86461,12054,758,1341,1527,1783,1557,449
106,0,27,67,54304,51281,5926,7897,8930,11777,4208,5393
107,0,30,61,281979,22969,41236,10022,14197,22632,6464,3706
108,0,27,56,5680,47394,9718,5676,10816,13021,5772,3827
109,0,48,57,36318,28520,26851,25315,18669,11809,9872,7719
110,0,54,53,79216,64962,20596,14840,34099,9019,18745,3944
111,0,40,50,400237,70230,15707,9468,13944,19756,8161,2768
112,0,35,51,3032,55120,3031,7699,2744,18181,14239,2076
113,0,21,63,3537,12545,5369,2527,5416,11452,6453,5364
114,0,27,74,10147,16942,16718,5773,9817,13888,4824,2875
115,0,23,77,142367,64013,6493,10176,22696,25982,10547,9408
116,0,44,74,81988,24351,20392,17107,9136,10311,6895,2871
117,0,43,78,12703,27053,14036,7328,8651,48784,14248,18868
118,0,35,69,553313,142341,12237,31294,5049,23583,15894,5777
119,0,24,60,662777,342581,19336,7200,18979,36390,31393,11069
120,0,20,53,286928,110537,33966,47436,922,13655,5042,6163
121,0,23,37,1329134,185123,44795,12854,3940,32699,43949,12509
122,0,24,51,12694,13031,8584,4154,11229,17825,21513,13631
123,0,47,69,35778,21414,6979,20129,4908,41471,34797,5586
124,0,56,81,33688,20687,44908,48671,10121,33639,18746,11059
125,0,44,87,103802,66189,2631,8094,19283,20564,29482,8565
126,0,38,88,115976,5829,1309,1174,2798,6829,4219,4052
127,0,38,64,342051,268533,85198,36517,8938,21970,42386,25417
128,0,8,66,221390,20189,1153,2265,775,10229,6715,2359
129,0,26,69,829940,48896,39253,11031,12885,39473,16388,9302
130,0,23,70,25292,32982,4346,5598,15819,39588,13087,3400
131,0,8,100,88741,1867,603,1172,4834,8109,11308,1170
132,0,13,97,98602,16666,2653,1326,3377,6970,7310,1506
133,0,8,100,75121,6598,1749,4228,4071,5240,6371,1747
134,0,4,91,49298,48606,3128,4455,16835,17624,27302,4553
135,0,27,74,650263,46849,50478,14112,10111,24244,11556,12080
136,0,37,74,992591,41608,4255,23086,24326,27875,9900,4859
137,0,41,70,23790,8928,2201,13514,13074,8472,5736,6370
138,0,60,75,84772,4964,1643,4259,2277,5157,2910,1425
139,0,56,83,978,5767,11809,3156,7022,11383,6595,1677
140,0,56,77,25556,43702,8569,7949,9257,9226,5421,5087
141,0,53,77,21169,13104,1850,11696,10334,8556,5461,1578
142,0,47,70,162205,39494,13506,3308,17825,16020,6613,3186
143,0,34,63,66875,13960,1856,2142,2812,3078,1723,695
144,0,44,63,70205,36960,22931,24135,13339,14416,9933,3721
145,0,51,57,14832,27703,7420,21775,3171,9461,4264,8271
146,0,47,54,650846,85813,2297,14452,7099,19603,7623,7177
147,0,54,51,1038362,86278,23903,23745,9308,16294,15415,5232
148,0,38,66,3592,9464,1125,4406,3681,17623,12117,3745
149,0,30,77,23464,27197,22460,8918,8802,31906,19758,2775
150,0,24,70,1360997,247811,13994,16480,24901,30341,7503,6574
151,0,20,78,410753,88693,9919,27348,15734,39032,8728,6438
152,0,29,74,38155,12032,3848,9879,5362,16347,8389,5647
153,0,26,77,13166,17292,4596,10384,7583,22886,9102,1778
154,0,43,83,34785,40667,13206,17852,23448,17672,14763,2405
155,0,51,84,27496,22552,17709,7381,11765,16357,7796,7740
156,0,38,91,13323,6335,2564,2071,17237,15692,15315,2944
157,0,43,88,111467,35488,32079,16283,15553,40186,39121,4870
158,0,38,93,45207,22587,9637,3165,7700,18773,19767,5494
159,0,37,100,8734,4961,3564,9760,5572,21410,9502,7004
160,0,43,97,31938,15192,2339,5574,986,17621,14476,2498
161,0,50,93,11069,20804,26355,16758,3373,16841,19312,3840
162,0,54,91,9977,17374,9398,6813,10839,13470,5884,6099
163,0,43,83,1593087,57550,18974,5057,34850,40264,6584,4817
164,0,43,67,413672,53616,9851,5936,6304,7371,3945,1370
165,0,37,66,1180694,67285,47834,8641,9593,28192,16111,1752
166,0,20,69,16021,26479,3119,2990,9241,22510,4585,2057
167,0,23,66,298797,18939,1826,3895,2240,7277,1666,435
168,0,37,74,238203,42542,40410,9452,4348,25956,6398,2708
169,0,27,64,513768,217398,33243,29492,6871,18993,8662,4322
170,0,34,54,1170911,104923,10168,8819,14759,27551,17374,4449
171,0,23,60,159267,16186,1403,929,1200,9356,2449,964
172,0,8,67,50139,12598,4731,3827,14818,17285,9649,1356
173,0,7,75,442701,121299,23112,8628,5775,21600,11590,5750
174,0,7,87,10114,12112,4345,2020,10638,19222,9424,3387
175,0,26,90,15329,15036,15124,9500,5420,28727,8507,3226
176,0,43,78,24858,34913,39563,17330,4715,19912,16424,4541
177,0,51,87,14230,28795,16924,8336,6243,20762,15671,3122
178,0,60,70,39344,109540,30830,6153,12484,19398,7919,2671
179,0,63,53,613868,61545,72652,16815,47667,13307,8880,2235
180,0,44,38,791614,92164,6609,12940,9235,3718,2233,1624
181,0,41,41,10455,9182,3718,5915,6698,12231,7002,9169
182,0,43,43,18899,49957,14119,6468,8647,11710,5162,3096
183,0,38,54,589618,25653,10787,19860,17242,19798,12390,5156
184,0,34,80,26507,13867,2177,1980,7841,14121,10382,5876
185,0,29,61,548201,307536,52137,39824,26614,21574,8668,3376
186,0,23,50,1198146,422803,40005,31960,32150,23687,19539,6493
187,0,1,48,292104,71861,2418,1977,22499,18630,13233,3545
188,0,7,40,151618,54141,12611,4120,28589,16674,8628,3076
189,0,4,56,22317,24960,4520,4771,14964,15901,4625,3073
190,0,10,75,7204,30773,3433,7652,8262,19359,5810,2375
191,0,34,80,7043,18509,10813,7607,3383,19801,11009,9018
192,0,30,93,2995,13650,4413,2454,5990,26556,10787,3347
193,0,41,100,40738,3141,12639,4931,11454,21739,9473,3090
194,0,51,77,589211,105395,41202,17270,11745,5101,2628,3477
195,0,63,69,62331,12879,29632,17628,9067,12838,8175,5450
196,0,74,66,40473,5943,7018,6968,16070,14290,7247,4065
197,0,64,67,7589,15095,10103,4672,10299,36788,10710,3360
198,0,66,93,17205,8605,6851,10308,2658,17507,9227,3360
199,0,47,100,22465,7497,2065,1511,5668,6091,2259,1815
200,0,51,94,143014,12211,8275,27954,31194,15976,12594,7588
201,0,44,81,39148,20713,958,2432,1562,5197,2546,2653
202,0,29,67,269415,39903,3132,2957,980,5204,2755,1289
