2019-08-08 05:14:33.210207
Time,Poor Signal Level,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2.113,51,0,0,215,78,34,31,19,9,15,20
3.078,25,0,0,1046304,128131,31170,63849,102016,27156,11236,7379
4.101,0,0,0,1000146,29352,34981,4445,15951,7150,6219,792
5.085,0,0,0,901119,78666,8770,12266,9341,7062,5533,2815
6.098,0,37,44,163485,41327,5261,15529,17768,6239,2580,780
7.097,0,26,26,584153,49600,6648,4440,3060,1316,1997,786
8.074,0,8,21,1915780,135291,7019,14458,41316,6546,7657,1775
9.085,0,1,3,61963,107404,5364,4986,1749,2710,954,409
10.061,0,1,1,2164864,427218,23197,16846,6839,8316,2071,2371
11.075,0,1,1,109115,84737,2334,5100,2403,1128,562,631
12.087,0,1,1,722301,129234,16150,20579,3856,5267,2680,1536
13.062,0,13,16,2197062,277433,239138,44582,24971,62866,16710,3609
14.101,0,13,23,331750,603191,35346,16698,22356,11431,13436,3148
15.070,0,27,54,2005247,420561,71627,39980,35376,50709,18404,8531
16.091,0,53,81,1462658,14517,16478,16689,7105,7634,1696,835
17.095,0,43,70,110566,5731,701,2107,798,517,304,176
18.094,0,60,100,12871,13843,4456,5169,12861,11209,7090,2909
19.062,0,74,100,18016,10734,8072,2525,7330,3781,4755,2562
20.081,0,57,100,45676,7391,2679,9858,6703,12769,2555,3270
21.100,0,57,100,11265,22744,8170,8028,4671,14719,3946,6896
22.065,0,77,96,1001905,160092,156532,25459,28288,39174,8498,3020
23.081,0,87,93,909427,42661,78364,8608,32779,22358,3027,3478
24.105,0,67,66,132700,24629,1097,2915,2842,1407,376,183
25.093,0,66,64,57380,5353,2311,1488,1981,2927,682,514
26.111,0,67,67,78876,3815,1727,3907,1169,1656,1487,1341
27.078,0,74,74,14622,6947,13573,13712,5935,9538,9955,3379
28.074,0,88,78,169411,157312,45504,33915,47537,16392,3424,3481
29.094,0,83,54,732664,104563,22155,7893,3681,4918,1672,1416
30.107,0,66,47,455439,23877,4073,5721,4713,2628,1175,467
31.068,0,40,43,26345,22251,3199,4232,2535,6316,6231,4503
32.095,0,37,54,21054,25410,4679,5778,6221,7342,3428,2422
33.106,0,20,70,36381,83978,4144,8082,29438,14785,3953,2984
34.068,0,26,83,163118,38515,20130,10084,8294,15997,11173,2240
35.081,0,26,83,15748,30314,4097,10953,24981,9839,8458,2860
36.110,0,29,87,339287,32366,8801,14844,14377,17845,12474,5753
37.103,0,64,67,2193260,334375,216579,129952,63484,20075,22511,12664
38.062,0,53,63,131919,27752,3033,4815,2681,4288,1517,383
39.106,0,56,60,2219660,197870,32090,46430,30843,41005,25413,3017
40.081,0,35,40,137447,95113,1707,6278,16668,5168,1245,1685
41.082,0,37,44,2344968,280386,268976,68327,64315,27402,29251,7002
42.075,0,38,40,255166,42746,7508,8094,16159,4753,1033,224
43.088,0,53,30,1503267,78819,45881,22420,17890,9946,6774,2614
44.085,0,74,43,284641,165001,45754,28340,47600,39685,10430,4900
45.104,0,61,54,148147,15242,3462,4674,1568,2902,1427,989
46.095,0,74,60,1781499,146369,45565,94397,64349,36098,16494,13587
47.084,0,53,80,366211,83051,18394,5299,10783,49564,7655,3820
48.106,0,64,81,82474,26019,22185,9664,13326,12759,5103,3005
49.072,0,63,91,10557,8509,3006,3061,2033,4441,3538,3935
