2019-08-08 04:44:08.268499
Time,Poor Signal Level,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2.090,25,0,0,610915,194137,21617,22755,36332,19471,5495,4788
