2019-08-08 04:53:18.273919
Time,Poor Signal Level,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2.118,0,0,0,114210,40688,12300,16571,16762,20509,5326,1748
