2019-08-08 02:16:56.024605
Time,Poor Signal Level,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2.131,25,0,0,160620,195026,26271,17773,7772,17892,6975,4362
