2019-10-02 20:41:53.535406
Time,Poor Signal Level,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2.090538740158081,25,0,0,71493,110732,10214,8111,7068,3637,5604,7031
3.087897539138794,0,0,0,34326,14425,3645,4445,6092,9114,11603,6484
