2019-10-02 20:09:23.954942
Time,Poor Signal Level,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2.0904226303100586,25,0,0,106396,16933,5895,2137,7751,27381,19281,5437
3.0913658142089844,0,0,0,596452,480778,46481,92953,92452,16480,27232,7345
4.101455926895142,0,0,0,162686,14019,7553,7847,6152,7407,5593,1123
5.094177007675171,0,37,40,67582,67519,16639,6600,20630,11581,11425,785
